model_size,init_time,tokens,decode_time,speed,count
12b,2.05,30,0.59,51.26,10
12b,2.80,30,0.80,37.63,10
12b,2.07,30,0.60,49.70,10
12b,2.16,30,0.53,56.89,10
12b,1.74,30,0.56,53.63,10
12b,1.74,30,0.53,56.61,10
12b,1.62,30,0.53,56.89,10
12b,1.72,30,0.53,56.62,10
12b,1.65,30,0.54,55.33,10
12b,2.07,30,0.54,55.74,10
12b,2.06,30,0.58,51.63,10
12b,3.19,30,0.83,36.07,10
12b,2.01,30,0.53,56.35,10
12b,2.23,30,0.59,50.60,10
12b,1.93,30,0.53,56.18,10
12b,1.91,30,0.61,49.48,10
12b,1.73,30,0.59,50.69,10
12b,1.85,30,0.59,50.71,10
12b,2.10,30,0.53,56.28,10
12b,1.77,30,0.59,50.51,10
12b,1.76,30,0.59,50.62,10
12b,2.82,30,0.88,34.07,10
12b,1.86,30,0.64,46.81,10
12b,1.77,30,0.64,46.74,10
12b,1.73,30,0.65,45.94,10
12b,1.73,30,0.64,46.95,10
12b,1.99,30,0.53,56.45,10
12b,2.24,30,0.66,45.67,10
12b,2.09,30,0.53,56.65,10
12b,2.25,30,0.65,46.21,10
12b,1.73,30,0.64,46.88,10
12b,2.81,30,0.80,37.39,10
12b,2.05,30,0.58,52.14,10
12b,2.08,30,0.54,55.66,10
12b,2.09,30,0.58,51.34,10
12b,2.18,30,0.53,56.44,10
12b,1.63,30,0.53,56.60,10
12b,1.77,30,0.53,56.73,10
12b,2.07,30,0.53,56.86,10
12b,2.18,30,0.53,56.70,10
12b,2.07,30,0.59,51.06,10
12b,2.83,30,0.80,37.63,10
12b,2.07,30,0.60,50.37,10
12b,2.04,30,0.59,51.01,10
12b,2.08,30,0.53,56.55,10
12b,1.72,30,0.53,56.91,10
12b,1.63,30,0.53,56.78,10
12b,1.73,30,0.53,56.85,10
12b,2.00,30,0.53,56.47,10
12b,2.12,30,0.53,56.97,10
12b,2.07,30,0.53,56.30,10
12b,3.42,30,0.83,36.27,10
12b,2.02,30,0.53,56.31,10
12b,2.25,30,0.58,51.86,10
12b,1.75,30,0.59,50.43,10
12b,1.72,30,0.59,50.69,10
12b,1.78,30,0.60,50.09,10
12b,1.83,30,0.59,51.03,10
12b,1.86,30,0.59,50.58,10
12b,1.73,30,0.53,56.17,10
12b,1.86,30,0.59,50.52,10
12b,2.84,30,0.80,37.51,10
12b,2.06,30,0.59,51.14,10
12b,2.08,30,0.59,50.48,10
12b,2.06,30,0.53,56.80,10
12b,1.74,30,0.53,56.53,10
12b,1.64,30,0.53,56.58,10
12b,1.74,30,0.53,56.49,10
12b,2.06,30,0.53,56.50,10
12b,2.19,30,0.53,56.56,10
12b,2.02,30,0.57,52.58,10
12b,2.83,30,0.80,37.60,10
12b,2.08,30,0.59,50.64,10
12b,2.07,30,0.58,51.66,10
12b,2.06,30,0.53,56.51,10
12b,1.75,30,0.53,56.77,10
12b,1.73,30,0.53,56.55,10
12b,1.73,30,0.53,56.59,10
12b,1.95,30,0.53,56.53,10
12b,1.98,30,0.53,56.95,10
12b,2.06,30,0.58,51.99,10
12b,3.34,30,0.83,36.32,10
12b,1.83,30,0.58,51.48,10
12b,1.99,30,0.53,56.27,10
12b,2.16,30,0.53,56.57,10
12b,1.91,30,0.62,48.71,10
12b,1.76,30,0.60,49.66,10
12b,1.85,30,0.60,50.34,10
12b,1.84,30,0.60,50.09,10
12b,1.77,30,0.60,50.08,10
12b,1.77,30,0.60,49.81,10
12b,3.01,30,0.87,34.40,10
12b,2.16,30,0.66,45.72,10
12b,1.87,30,0.64,46.96,10
12b,1.74,30,0.62,48.05,10
12b,1.84,30,0.63,47.54,10
12b,1.74,30,0.64,46.91,10
12b,1.82,30,0.64,46.78,10
12b,2.02,30,0.53,56.61,10
12b,2.18,30,0.63,47.51,10
12b,1.71,30,0.53,56.24,10
12b,2.86,30,0.83,36.17,10
12b,2.01,30,0.53,56.64,10
12b,2.21,30,0.58,51.41,10
12b,1.76,30,0.58,52.06,10
12b,1.73,30,0.58,51.31,10
12b,1.90,30,0.59,51.14,10
12b,1.84,30,0.59,50.62,10
12b,1.72,30,0.58,51.66,10
12b,2.02,30,0.53,56.81,10
12b,2.22,30,0.58,52.10,10
12b,2.83,30,0.83,36.30,10
12b,1.80,30,0.60,50.01,10
12b,2.01,30,0.53,56.39,10
12b,2.13,30,0.58,51.52,10
12b,1.76,30,0.60,50.25,10
12b,1.81,30,0.59,51.24,10
12b,1.87,30,0.58,51.33,10
12b,1.78,30,0.59,51.15,10
12b,1.74,30,0.59,50.53,10
12b,1.83,30,0.59,51.05,10
12b,2.88,30,0.81,37.15,10
12b,1.99,30,0.53,56.63,10
12b,2.46,30,0.57,52.25,10
12b,1.80,30,0.57,52.39,10
12b,1.72,30,0.64,46.76,10
12b,1.73,30,0.53,56.41,10
12b,1.82,30,0.65,46.11,10
12b,1.74,30,0.53,56.69,10
12b,1.73,30,0.66,45.67,10
12b,1.84,30,0.65,46.06,10
12b,2.94,30,0.82,36.64,10
12b,1.84,30,0.60,50.06,10
12b,2.04,30,0.53,56.40,10
12b,2.12,30,0.53,56.31,10
12b,1.98,30,0.58,51.52,10
12b,1.78,30,0.59,50.66,10
12b,1.94,30,0.60,50.33,10
12b,1.80,30,0.60,50.20,10
12b,1.74,30,0.65,45.85,10
12b,1.80,30,0.64,46.58,10
12b,2.80,30,0.81,36.90,10
12b,2.08,30,0.58,51.54,10
12b,2.17,30,0.65,45.87,10
12b,2.07,30,0.58,51.56,10
12b,2.14,30,0.53,56.49,10
12b,2.08,30,0.53,56.46,10
12b,2.15,30,0.53,56.59,10
12b,1.65,30,0.58,51.62,10
12b,1.73,30,0.53,56.67,10
12b,2.06,30,0.60,50.41,10
12b,3.15,30,0.82,36.51,10
12b,1.73,30,0.59,51.18,10
12b,1.82,30,0.60,50.36,10
12b,2.03,30,0.53,56.64,10
12b,2.18,30,0.59,50.62,10
12b,1.86,30,0.59,50.74,10
12b,1.77,30,0.61,49.38,10
12b,1.84,30,0.61,49.29,10
12b,1.74,30,0.60,49.80,10
12b,1.73,30,0.60,49.85,10
12b,2.80,30,0.79,38.14,10
12b,2.08,30,0.58,51.28,10
12b,2.04,30,0.59,50.62,10
12b,2.31,30,0.59,50.83,10
12b,1.94,30,0.53,56.44,10
12b,1.69,30,0.59,50.80,10
12b,1.63,30,0.53,56.92,10
12b,2.09,30,0.53,56.86,10
12b,2.18,30,0.53,56.57,10
12b,2.05,30,0.58,51.98,10
12b,3.29,30,0.83,36.12,10
12b,1.80,30,0.58,51.40,10
12b,2.01,30,0.53,56.51,10
12b,2.18,30,0.66,45.19,10
12b,1.81,30,0.65,45.86,10
12b,1.73,30,0.65,46.11,10
12b,1.86,30,0.65,46.02,10
12b,1.75,30,0.66,45.29,10
12b,1.76,30,0.66,45.25,10
12b,1.74,30,0.66,45.53,10
12b,2.84,30,0.83,36.34,10
12b,1.85,30,0.59,50.61,10
12b,2.00,30,0.53,56.49,10
12b,2.16,30,0.58,51.30,10
12b,1.76,30,0.58,51.69,10
12b,1.86,30,0.58,51.86,10
12b,1.86,30,0.60,50.32,10
12b,1.73,30,0.59,50.77,10
12b,1.74,30,0.59,50.56,10
12b,1.82,30,0.67,44.70,10
