model_size,init_time,tokens,decode_time,speed,count
1b,0.74,30,0.27,110.07,15
1b,0.75,30,0.30,99.08,15
1b,0.74,30,0.27,111.14,15
1b,0.73,30,0.30,98.99,15
1b,0.77,30,0.30,100.04,15
1b,0.76,30,0.28,108.30,15
1b,0.73,30,0.30,101.05,15
1b,0.71,30,0.30,100.26,15
1b,0.81,30,0.32,93.34,15
1b,0.80,30,0.30,98.52,15
1b,0.79,30,0.30,99.64,15
1b,0.76,30,0.30,100.29,15
1b,0.73,30,0.28,108.97,15
1b,0.72,30,0.30,99.05,15
1b,0.87,30,0.32,92.66,15
1b,0.79,30,0.34,87.91,15
1b,0.80,30,0.30,101.68,15
1b,0.77,30,0.28,108.76,15
1b,0.74,30,0.30,98.74,15
1b,0.74,30,0.30,100.13,15
1b,0.73,30,0.27,109.14,15
1b,0.71,30,0.30,99.68,15
1b,0.71,30,0.30,100.72,15
1b,0.71,30,0.27,110.52,15
1b,0.77,30,0.30,98.63,15
1b,0.76,30,0.30,100.68,15
1b,0.73,30,0.27,110.05,15
1b,0.72,30,0.30,99.88,15
1b,0.76,30,0.30,100.15,15
1b,0.81,30,0.32,92.40,15
1b,0.76,30,0.30,100.12,15
1b,0.76,30,0.29,101.77,15
1b,0.76,30,0.27,109.15,15
1b,0.73,30,0.31,98.19,15
1b,0.83,30,0.31,97.92,15
1b,0.73,30,0.29,102.88,15
1b,0.74,30,0.30,100.28,15
1b,0.75,30,0.27,111.43,15
1b,0.77,30,0.30,100.97,15
1b,0.78,30,0.27,110.52,15
1b,0.76,30,0.27,111.40,15
1b,0.87,30,0.30,99.66,15
1b,0.85,30,0.27,109.74,15
1b,0.73,30,0.31,97.75,15
1b,0.89,30,0.32,94.82,15
1b,0.86,30,0.27,110.90,15
1b,0.80,30,0.32,93.00,15
1b,0.86,30,0.35,85.69,15
1b,0.88,30,0.32,92.67,15
1b,0.77,30,0.29,101.95,15
1b,0.83,30,0.30,100.73,15
1b,0.79,30,0.27,110.26,15
1b,0.82,30,0.30,98.41,15
1b,0.82,30,0.33,91.81,15
1b,0.81,30,0.27,111.55,15
1b,0.75,30,0.30,101.46,15
1b,0.84,30,0.31,97.33,15
1b,0.75,30,0.29,104.99,15
1b,0.76,30,0.30,100.19,15
1b,0.75,30,0.30,100.34,15
1b,0.73,30,0.27,111.57,15
1b,0.72,30,0.30,101.60,15
1b,0.76,30,0.27,109.48,15
1b,0.82,30,0.30,99.00,15
1b,0.79,30,0.30,100.48,15
1b,0.76,30,0.27,110.00,15
1b,0.73,30,0.31,96.88,15
1b,0.71,30,0.30,100.58,15
1b,0.81,30,0.32,94.09,15
1b,0.79,30,0.30,100.97,15
1b,0.89,30,0.36,83.93,15
1b,0.77,30,0.27,109.58,15
1b,0.74,30,0.30,99.00,15
1b,0.76,30,0.30,100.48,15
1b,0.73,30,0.27,111.66,15
1b,0.73,30,0.30,101.30,15
1b,0.76,30,0.30,99.90,15
1b,0.73,30,0.27,111.09,15
1b,0.77,30,0.30,99.65,15
1b,0.81,30,0.30,99.19,15
1b,0.78,30,0.27,109.76,15
1b,0.75,30,0.30,99.48,15
1b,0.71,30,0.30,99.52,15
1b,0.69,30,0.27,109.30,15
1b,0.77,30,0.30,98.84,15
1b,0.83,30,0.30,99.98,15
1b,0.82,30,0.30,99.04,15
1b,0.82,30,0.31,98.35,15
1b,0.79,30,0.30,100.52,15
1b,0.77,30,0.28,108.10,15
1b,0.76,30,0.30,100.59,15
1b,0.74,30,0.30,100.10,15
1b,0.75,30,0.27,110.12,15
1b,0.73,30,0.30,99.28,15
1b,0.77,30,0.30,99.75,15
1b,0.79,30,0.27,111.02,15
1b,0.74,30,0.30,100.46,15
1b,0.71,30,0.31,98.29,15
1b,0.70,30,0.28,108.34,15
1b,0.84,30,0.30,98.53,15
1b,0.80,30,0.30,100.51,15
1b,0.76,30,0.27,110.24,15
1b,0.71,30,0.27,111.41,15
1b,0.74,30,0.30,98.84,15
1b,0.76,30,0.30,100.60,15
1b,0.73,30,0.27,110.84,15
1b,0.73,30,0.30,99.99,15
1b,0.77,30,0.30,98.84,15
1b,0.76,30,0.27,110.61,15
1b,0.76,30,0.30,100.45,15
1b,0.91,30,0.35,86.43,15
1b,0.70,30,0.28,107.89,15
1b,0.76,30,0.27,111.29,15
1b,0.73,30,0.29,101.84,15
1b,0.84,30,0.31,98.23,15
1b,0.81,30,0.27,110.83,15
1b,0.75,30,0.27,109.70,15
1b,0.80,30,0.30,101.38,15
1b,0.86,30,0.28,105.64,15
1b,0.78,30,0.27,109.63,15
1b,0.82,30,0.30,101.15,15
1b,0.78,30,0.27,110.68,15
1b,0.76,30,0.30,99.04,15
1b,0.77,30,0.27,109.29,15
1b,0.79,30,0.32,93.43,15
1b,0.83,30,0.30,100.36,15
1b,0.73,30,0.31,95.60,15
1b,0.65,30,0.27,110.20,15
1b,0.73,30,0.30,101.39,15
1b,0.83,30,0.32,93.65,15
1b,0.70,30,0.31,97.88,15
1b,0.78,30,0.30,98.84,15
1b,0.78,30,0.30,98.87,15
1b,0.76,30,0.27,111.06,15
1b,0.84,30,0.30,100.80,15
1b,0.86,30,0.32,93.60,15
1b,0.72,30,0.29,103.62,15
1b,0.73,30,0.30,100.40,15
1b,0.84,30,0.32,94.01,15
1b,0.82,30,0.27,110.19,15
1b,0.76,30,0.30,100.86,15
1b,0.81,30,0.32,92.58,15
1b,0.71,30,0.30,99.49,15
1b,0.75,30,0.27,109.35,15
1b,0.89,30,0.32,93.10,15
1b,0.81,30,0.31,98.18,15
1b,0.76,30,0.27,110.03,15
1b,0.76,30,0.30,98.90,15
1b,0.75,30,0.30,100.56,15
1b,0.74,30,0.27,110.45,15
1b,0.73,30,0.30,100.21,15
1b,0.76,30,0.27,109.16,15
1b,0.72,30,0.29,101.92,15
1b,0.87,30,0.33,91.76,15
1b,0.87,30,0.31,98.04,15
1b,0.84,30,0.30,99.66,15
1b,0.75,30,0.31,98.15,15
1b,0.71,30,0.30,100.88,15
1b,0.69,30,0.27,109.34,15
1b,0.80,30,0.30,98.48,15
1b,0.84,30,0.30,100.47,15
1b,0.75,30,0.31,96.19,15
1b,0.84,30,0.31,98.32,15
1b,0.83,30,0.30,100.23,15
1b,0.81,30,0.28,108.71,15
1b,0.77,30,0.30,99.22,15
1b,0.75,30,0.30,99.93,15
1b,0.75,30,0.27,109.83,15
1b,0.72,30,0.30,100.57,15
1b,0.70,30,0.27,110.68,15
1b,0.88,30,0.34,87.63,15
1b,0.80,30,0.32,94.73,15
1b,0.69,30,0.27,109.54,15
1b,0.72,30,0.30,101.13,15
1b,0.76,30,0.28,108.34,15
1b,0.78,30,0.30,99.22,15
1b,0.79,30,0.30,98.76,15
1b,0.77,30,0.30,100.49,15
1b,0.75,30,0.28,108.59,15
1b,0.72,30,0.31,98.07,15
1b,0.77,30,0.30,99.87,15
1b,0.75,30,0.27,110.65,15
1b,0.72,30,0.29,101.85,15
1b,0.86,30,0.32,92.32,15
1b,0.83,30,0.30,99.19,15
1b,0.80,30,0.30,100.14,15
1b,0.76,30,0.30,98.40,15
1b,0.71,30,0.30,98.94,15
1b,0.80,30,0.32,93.87,15
1b,0.85,30,0.30,99.56,15
1b,0.81,30,0.30,99.93,15
1b,0.83,30,0.33,91.75,15
1b,0.85,30,0.32,93.72,15
1b,0.85,30,0.31,98.28,15
1b,0.84,30,0.28,107.04,15
1b,0.76,30,0.30,99.19,15
1b,0.77,30,0.30,100.43,15
1b,0.81,30,0.33,92.20,15
1b,0.77,30,0.30,99.42,15
1b,0.76,30,0.28,108.71,15
1b,0.76,30,0.30,99.86,15
1b,0.73,30,0.30,99.91,15
1b,0.71,30,0.30,100.48,15
1b,0.70,30,0.28,108.51,15
1b,0.80,30,0.30,100.24,15
1b,0.78,30,0.30,99.64,15
1b,0.76,30,0.28,108.55,15
1b,0.74,30,0.30,98.72,15
1b,0.74,30,0.30,100.76,15
1b,0.74,30,0.27,109.91,15
1b,0.85,30,0.34,88.20,15
1b,0.80,30,0.34,86.97,15
1b,0.75,30,0.31,96.16,15
1b,0.83,30,0.30,99.50,15
1b,0.79,30,0.30,100.03,15
1b,0.77,30,0.30,99.39,15
1b,0.81,30,0.32,93.22,15
1b,0.72,30,0.30,99.12,15
1b,0.73,30,0.28,108.50,15
1b,0.72,30,0.30,100.37,15
1b,0.87,30,0.33,90.96,15
1b,0.80,30,0.34,88.38,15
1b,0.83,30,0.31,97.66,15
1b,0.82,30,0.32,92.42,15
1b,0.79,30,0.30,101.12,15
1b,0.78,30,0.31,98.27,15
1b,0.77,30,0.28,108.77,15
1b,0.79,30,0.30,100.61,15
1b,0.77,30,0.30,99.59,15
1b,0.74,30,0.27,110.51,15
1b,0.80,30,0.31,97.79,15
1b,0.86,30,0.30,100.37,15
1b,0.71,30,0.30,101.15,15
1b,0.71,30,0.28,108.38,15
1b,0.85,30,0.30,99.08,15
1b,0.82,30,0.30,101.30,15
1b,0.82,30,0.32,92.51,15
1b,0.80,30,0.30,99.56,15
1b,0.78,30,0.30,98.82,15
1b,0.83,30,0.33,92.15,15
1b,0.76,30,0.34,87.68,15
1b,0.82,30,0.27,109.89,15
1b,0.84,30,0.36,84.43,15
1b,0.77,30,0.32,94.80,15
1b,0.76,30,0.30,99.70,15
1b,0.74,30,0.27,110.52,15
1b,0.74,30,0.30,98.44,15
1b,0.72,30,0.30,99.60,15
1b,0.71,30,0.27,109.80,15
1b,0.80,30,0.30,99.39,15
1b,0.79,30,0.30,100.70,15
1b,0.76,30,0.27,110.29,15
1b,0.75,30,0.30,100.35,15
1b,0.85,30,0.32,92.44,15
1b,0.76,30,0.33,91.82,15
1b,0.84,30,0.31,97.78,15
1b,0.83,30,0.32,93.76,15
1b,0.79,30,0.30,101.44,15
1b,0.77,30,0.30,99.69,15
1b,0.82,30,0.32,94.58,15
1b,0.77,30,0.30,100.73,15
1b,0.75,30,0.30,98.89,15
1b,0.71,30,0.30,101.14,15
1b,0.82,30,0.32,93.48,15
1b,0.80,30,0.31,98.15,15
1b,0.77,30,0.30,100.25,15
1b,0.83,30,0.32,92.45,15
1b,0.79,30,0.30,98.95,15
1b,0.78,30,0.30,101.60,15
1b,0.77,30,0.27,110.01,15
1b,0.73,30,0.30,98.78,15
1b,0.73,30,0.30,101.27,15
1b,0.81,30,0.32,93.18,15
1b,0.78,30,0.30,99.46,15
1b,0.75,30,0.27,111.37,15
1b,0.73,30,0.30,99.58,15
1b,0.81,30,0.31,98.18,15
1b,0.72,30,0.30,99.57,15
1b,0.80,30,0.32,93.66,15
1b,0.82,30,0.30,98.83,15
1b,0.81,30,0.31,97.98,15
1b,0.83,30,0.32,92.86,15
1b,0.81,30,0.30,99.07,15
1b,0.78,30,0.30,100.51,15
1b,0.84,30,0.33,92.07,15
1b,0.81,30,0.31,98.04,15
1b,0.80,30,0.30,98.52,15
1b,0.79,30,0.27,110.02,15
1b,0.75,30,0.30,99.53,15
1b,0.74,30,0.30,99.02,15
1b,0.79,30,0.27,110.19,15
1b,0.71,30,0.27,111.19,15
1b,0.71,30,0.30,98.97,15
1b,0.70,30,0.27,109.62,15
1b,0.80,30,0.30,99.01,15
1b,0.79,30,0.30,100.95,15
1b,0.75,30,0.27,109.55,15
1b,0.84,30,0.31,97.99,15
1b,0.82,30,0.30,100.79,15
1b,0.83,30,0.32,92.85,15
1b,0.85,30,0.31,98.29,15
1b,0.80,30,0.30,98.83,15
1b,0.74,30,0.31,97.96,15
1b,0.75,30,0.30,100.67,15
1b,0.75,30,0.30,98.76,15
1b,0.74,30,0.28,109.08,15
1b,0.72,30,0.30,98.93,15
1b,0.72,30,0.30,99.79,15
1b,0.79,30,0.27,109.85,15
1b,0.74,30,0.30,100.44,15
1b,0.81,30,0.31,97.93,15
1b,0.76,30,0.30,99.89,15
1b,0.76,30,0.30,99.36,15
1b,0.73,30,0.27,110.85,15
1b,0.72,30,0.30,101.23,15
1b,0.86,30,0.31,97.69,15
1b,0.84,30,0.32,92.56,15
1b,0.76,30,0.34,88.99,15
1b,0.78,30,0.30,100.62,15
1b,0.82,30,0.28,108.63,15
1b,0.75,30,0.27,110.58,15
1b,0.74,30,0.30,100.89,15
