model_size,init_time,tokens,decode_time,speed,count
1b,0.84,30,0.30,100.05,1
1b,0.70,30,0.30,100.17,1
1b,0.71,30,0.30,99.52,1
1b,0.71,30,0.30,98.96,1
1b,0.71,30,0.30,98.92,1
1b,0.79,30,0.30,100.22,1
1b,0.71,30,0.31,96.35,1
1b,0.71,30,0.30,99.25,1
1b,0.71,30,0.30,98.90,1
1b,0.70,30,0.30,101.39,1
1b,0.71,30,0.30,100.40,1
1b,0.80,30,0.30,100.69,1
1b,0.71,30,0.30,100.55,1
1b,0.71,30,0.30,98.90,1
1b,0.80,30,0.31,97.05,1
1b,0.71,30,0.31,98.16,1
1b,0.71,30,0.30,98.62,1
1b,0.71,30,0.31,96.83,1
1b,0.70,30,0.31,97.76,1
1b,0.71,30,0.31,95.82,1
1b,0.74,30,0.31,97.77,1
1b,0.71,30,0.31,97.49,1
1b,0.71,30,0.31,95.77,1
1b,0.70,30,0.31,97.95,1
1b,0.70,30,0.31,97.83,1
1b,0.71,30,0.31,96.82,1
1b,0.70,30,0.31,97.03,1
1b,0.70,30,0.31,98.13,1
1b,0.79,30,0.32,94.35,1
1b,0.76,30,0.31,97.53,1
1b,0.71,30,0.30,99.32,1
