model_size,init_time,tokens,decode_time,speed,count
1b,0.72,30,0.30,100.97,5
1b,0.83,30,0.35,84.77,5
1b,0.80,30,0.33,91.36,5
1b,0.78,30,0.29,102.06,5
1b,0.81,30,0.30,98.75,5
1b,0.71,30,0.29,103.21,5
1b,0.72,30,0.29,102.52,5
1b,0.88,30,0.35,86.63,5
1b,0.91,30,0.34,89.46,5
1b,0.74,30,0.29,102.18,5
1b,0.71,30,0.29,103.11,5
1b,0.71,30,0.30,101.00,5
1b,0.78,30,0.31,98.28,5
1b,0.77,30,0.30,101.53,5
1b,0.74,30,0.30,100.06,5
1b,0.70,30,0.29,102.64,5
1b,0.68,30,0.27,109.66,5
1b,0.80,30,0.31,98.33,5
1b,0.78,30,0.29,102.01,5
1b,0.74,30,0.27,110.13,5
1b,0.72,30,0.29,103.84,5
1b,0.82,30,0.35,85.16,5
1b,0.86,30,0.30,101.28,5
1b,0.78,30,0.30,100.96,5
1b,0.82,30,0.30,99.34,5
1b,0.72,30,0.29,102.50,5
1b,0.82,30,0.34,87.15,5
1b,0.78,30,0.31,95.70,5
1b,0.77,30,0.30,101.27,5
1b,0.74,30,0.30,101.38,5
1b,0.70,30,0.29,102.20,5
1b,0.71,30,0.30,98.68,5
1b,0.77,30,0.30,101.20,5
1b,0.76,30,0.29,102.48,5
1b,0.72,30,0.28,108.48,5
1b,0.72,30,0.29,101.90,5
1b,0.81,30,0.30,98.82,5
1b,0.80,30,0.30,100.83,5
1b,0.79,30,0.30,99.93,5
1b,0.81,30,0.31,98.00,5
1b,0.72,30,0.29,103.21,5
1b,0.80,30,0.30,100.63,5
1b,0.78,30,0.30,99.39,5
1b,0.77,30,0.30,100.20,5
1b,0.74,30,0.30,99.72,5
1b,0.70,30,0.30,101.44,5
1b,0.82,30,0.33,91.99,5
1b,0.80,30,0.30,98.51,5
1b,0.79,30,0.30,101.68,5
1b,0.83,30,0.30,100.50,5
1b,0.72,30,0.30,100.92,5
1b,0.83,30,0.36,84.49,5
1b,0.79,30,0.33,90.04,5
1b,0.79,30,0.29,101.80,5
1b,0.82,30,0.30,99.87,5
