model_size,init_time,tokens,decode_time,speed,count
1b,0.67,30,0.36,84.12,10
1b,0.65,30,0.37,80.69,10
1b,0.62,30,0.39,76.99,10
1b,0.72,30,0.47,63.40,10
1b,0.65,30,0.32,93.52,10
1b,0.67,30,0.35,85.01,10
1b,0.63,30,0.26,114.70,10
1b,0.69,30,0.35,85.51,10
1b,0.62,30,0.26,113.31,10
1b,0.67,30,0.36,83.05,10
1b,0.63,30,0.25,117.65,10
1b,0.61,30,0.27,112.28,10
1b,0.65,30,0.35,85.56,10
1b,0.91,30,0.55,54.30,10
1b,0.69,30,0.35,84.53,10
1b,0.70,30,0.29,104.72,10
1b,0.67,30,0.34,87.20,10
1b,0.63,30,0.26,114.50,10
1b,0.67,30,0.35,85.18,10
1b,0.68,30,0.35,84.87,10
1b,0.68,30,0.36,83.35,10
1b,0.63,30,0.26,113.60,10
1b,0.67,30,0.35,84.76,10
1b,0.84,30,0.59,50.44,10
1b,0.65,30,0.37,81.18,10
1b,0.66,30,0.25,118.28,10
1b,0.64,30,0.36,82.23,10
1b,0.66,30,0.27,110.00,10
1b,0.66,30,0.36,84.09,10
1b,0.65,30,0.37,80.92,10
1b,0.64,30,0.38,79.82,10
1b,0.75,30,0.36,82.45,10
1b,0.63,30,0.36,83.73,10
1b,0.89,30,0.57,52.41,10
1b,0.65,30,0.36,83.91,10
1b,0.67,30,0.26,116.89,10
1b,0.65,30,0.26,115.73,10
1b,0.64,30,0.35,85.58,10
1b,0.73,30,0.36,83.35,10
1b,0.65,30,0.38,79.50,10
1b,0.63,30,0.37,80.80,10
1b,0.63,30,0.36,83.93,10
1b,0.64,30,0.40,75.51,10
1b,0.76,30,0.57,52.97,10
1b,0.65,30,0.36,83.08,10
1b,0.63,30,0.35,85.22,10
1b,0.62,30,0.35,84.67,10
1b,0.63,30,0.35,85.63,10
1b,0.65,30,0.26,116.46,10
1b,0.66,30,0.36,82.83,10
1b,0.64,30,0.36,83.00,10
1b,0.64,30,0.36,82.22,10
1b,0.65,30,0.40,75.33,10
1b,0.78,30,0.56,53.64,10
1b,0.69,30,0.36,83.98,10
1b,0.68,30,0.35,84.99,10
1b,0.68,30,0.35,85.25,10
1b,0.68,30,0.35,85.17,10
1b,0.61,30,0.26,115.56,10
1b,0.65,30,0.27,112.00,10
1b,0.68,30,0.36,83.25,10
1b,0.67,30,0.30,98.41,10
1b,0.59,30,0.31,96.47,10
1b,0.85,30,0.60,50.33,10
1b,0.70,30,0.37,81.62,10
1b,0.68,30,0.35,85.07,10
1b,0.68,30,0.36,82.86,10
1b,0.62,30,0.25,118.22,10
1b,0.69,30,0.36,83.20,10
1b,0.67,30,0.36,83.39,10
1b,0.67,30,0.37,80.96,10
1b,0.68,30,0.36,83.17,10
1b,0.61,30,0.27,112.37,10
1b,0.80,30,0.48,63.11,10
1b,0.71,30,0.35,85.91,10
1b,0.69,30,0.36,82.69,10
1b,0.69,30,0.35,85.78,10
1b,0.69,30,0.35,86.56,10
1b,0.67,30,0.35,84.57,10
1b,0.67,30,0.28,107.43,10
1b,0.65,30,0.36,84.36,10
1b,0.65,30,0.27,112.38,10
1b,0.66,30,0.27,111.36,10
1b,0.92,30,0.60,50.34,10
1b,0.69,30,0.35,86.31,10
1b,0.67,30,0.36,83.27,10
1b,0.68,30,0.36,84.02,10
1b,0.61,30,0.26,114.12,10
1b,0.69,30,0.36,83.79,10
1b,0.67,30,0.37,81.99,10
1b,0.61,30,0.27,113.14,10
1b,0.68,30,0.36,82.93,10
1b,0.67,30,0.40,74.68,10
1b,0.79,30,0.46,64.64,10
1b,0.70,30,0.36,83.50,10
1b,0.69,30,0.36,83.96,10
1b,0.69,30,0.35,86.56,10
1b,0.68,30,0.35,85.00,10
1b,0.68,30,0.33,91.29,10
1b,0.62,30,0.27,111.69,10
1b,0.59,30,0.31,95.79,10
1b,0.60,30,0.32,93.75,10
1b,0.60,30,0.39,76.03,10
1b,0.80,30,0.46,64.70,10
1b,0.67,30,0.35,85.47,10
1b,0.69,30,0.36,84.16,10
1b,0.69,30,0.35,86.09,10
1b,0.68,30,0.35,86.39,10
1b,0.74,30,0.26,113.65,10
1b,0.65,30,0.39,77.43,10
1b,0.61,30,0.27,113.06,10
1b,0.61,30,0.26,116.12,10
1b,0.68,30,0.34,87.27,10
1b,0.91,30,0.62,48.04,10
1b,0.67,30,0.26,113.98,10
1b,0.65,30,0.36,84.27,10
1b,0.66,30,0.26,113.62,10
1b,0.65,30,0.36,82.25,10
1b,0.63,30,0.36,83.41,10
1b,0.65,30,0.36,84.27,10
1b,0.65,30,0.36,82.22,10
1b,0.64,30,0.37,81.87,10
1b,0.63,30,0.35,85.59,10
1b,0.83,30,0.60,50.22,10
1b,0.66,30,0.36,83.91,10
1b,0.63,30,0.36,83.88,10
1b,0.67,30,0.27,111.42,10
1b,0.66,30,0.27,112.71,10
1b,0.65,30,0.35,85.84,10
1b,0.64,30,0.35,85.09,10
1b,0.64,30,0.36,83.42,10
1b,0.76,30,0.37,80.11,10
1b,0.65,30,0.36,82.74,10
1b,0.81,30,0.46,65.16,10
1b,0.71,30,0.35,85.00,10
1b,0.68,30,0.35,85.34,10
1b,0.69,30,0.34,87.87,10
1b,0.69,30,0.35,84.60,10
1b,0.63,30,0.27,111.39,10
1b,0.68,30,0.36,83.27,10
1b,0.65,30,0.35,86.31,10
1b,0.65,30,0.26,115.28,10
1b,0.66,30,0.39,76.10,10
1b,0.79,30,0.55,54.72,10
1b,0.72,30,0.35,86.82,10
1b,0.69,30,0.35,84.75,10
1b,0.69,30,0.35,85.34,10
1b,0.69,30,0.36,82.89,10
1b,0.67,30,0.27,112.41,10
1b,0.66,30,0.24,123.23,10
1b,0.69,30,0.37,81.22,10
1b,0.67,30,0.27,110.92,10
1b,0.62,30,0.27,111.35,10
1b,0.89,30,0.62,48.07,10
1b,0.65,30,0.36,83.65,10
1b,0.66,30,0.26,114.76,10
1b,0.66,30,0.27,110.80,10
1b,0.66,30,0.35,84.55,10
1b,0.63,30,0.35,84.60,10
1b,0.66,30,0.35,85.45,10
1b,0.64,30,0.36,82.53,10
1b,0.64,30,0.36,82.56,10
1b,0.64,30,0.39,76.17,10
1b,0.80,30,0.48,62.11,10
1b,0.67,30,0.35,84.60,10
1b,0.68,30,0.36,84.28,10
1b,0.69,30,0.36,82.98,10
1b,0.68,30,0.36,84.15,10
1b,0.62,30,0.27,112.27,10
1b,0.72,30,0.36,84.15,10
1b,0.67,30,0.36,83.36,10
1b,0.67,30,0.28,107.55,10
1b,0.63,30,0.40,75.50,10
