model_size,init_time,tokens,decode_time,speed,count
4b,1.19,30,0.40,74.73,15
4b,1.26,30,0.40,74.86,15
4b,1.28,30,0.45,66.21,15
4b,1.14,30,0.39,76.94,15
4b,1.23,30,0.40,74.49,15
4b,1.29,30,0.39,77.57,15
4b,1.12,30,0.38,79.57,15
4b,1.14,30,0.41,73.68,15
4b,1.24,30,0.42,72.28,15
4b,1.36,30,0.42,71.07,15
4b,1.11,30,0.43,70.21,15
4b,1.32,30,0.41,73.05,15
4b,1.19,30,0.40,75.46,15
4b,1.13,30,0.38,79.05,15
4b,1.20,30,0.40,74.68,15
4b,1.29,30,0.38,79.84,15
4b,1.15,30,0.42,72.03,15
4b,1.26,30,0.38,79.48,15
4b,1.29,30,0.40,74.32,15
4b,1.14,30,0.38,77.92,15
4b,1.30,30,0.39,76.94,15
4b,0.98,30,0.38,78.27,15
4b,1.12,30,0.40,74.79,15
4b,1.24,30,0.38,79.86,15
4b,1.08,30,0.42,71.31,15
4b,1.18,30,0.37,80.32,15
4b,1.23,30,0.40,74.52,15
4b,1.14,30,0.38,79.38,15
4b,1.19,30,0.40,74.42,15
4b,1.28,30,0.38,79.08,15
4b,1.32,30,0.41,73.19,15
4b,1.17,30,0.38,77.95,15
4b,1.29,30,0.40,74.09,15
4b,1.13,30,0.40,75.31,15
4b,1.25,30,0.40,74.14,15
4b,1.11,30,0.38,79.46,15
4b,0.93,30,0.38,79.87,15
4b,1.15,30,0.41,73.89,15
4b,1.12,30,0.40,75.79,15
4b,1.10,30,0.43,69.56,15
4b,1.33,30,0.44,67.62,15
4b,1.12,30,0.44,68.70,15
4b,1.23,30,0.38,78.28,15
4b,1.08,30,0.40,75.77,15
4b,1.17,30,0.40,75.00,15
4b,1.26,30,0.40,75.36,15
4b,1.32,30,0.39,77.81,15
4b,1.11,30,0.41,72.58,15
4b,1.25,30,0.40,74.45,15
4b,1.33,30,0.40,74.08,15
4b,1.24,30,0.37,81.05,15
4b,0.92,30,0.38,78.77,15
4b,1.05,30,0.38,78.49,15
4b,1.16,30,0.41,73.70,15
4b,1.04,30,0.42,71.82,15
4b,1.15,30,0.37,81.12,15
4b,1.26,30,0.40,74.44,15
4b,1.12,30,0.40,75.90,15
4b,1.25,30,0.41,73.95,15
4b,1.14,30,0.38,78.78,15
4b,1.27,30,0.43,69.25,15
4b,1.14,30,0.42,71.27,15
4b,1.23,30,0.40,74.60,15
4b,1.15,30,0.38,79.45,15
4b,1.29,30,0.41,73.13,15
4b,1.10,30,0.38,78.00,15
4b,1.02,30,0.46,65.68,15
4b,1.19,30,0.38,79.22,15
4b,1.17,30,0.44,68.91,15
4b,1.18,30,0.44,67.49,15
4b,1.31,30,0.39,77.03,15
4b,1.10,30,0.40,74.84,15
4b,1.23,30,0.40,74.77,15
4b,1.13,30,0.41,73.64,15
4b,1.23,30,0.38,79.32,15
4b,1.15,30,0.41,73.54,15
4b,1.24,30,0.42,71.09,15
4b,1.15,30,0.41,72.70,15
4b,1.23,30,0.37,81.04,15
4b,1.27,30,0.40,74.83,15
4b,1.09,30,0.38,78.60,15
4b,0.92,30,0.38,78.87,15
4b,1.14,30,0.39,76.18,15
4b,1.25,30,0.39,76.14,15
4b,1.00,30,0.42,70.71,15
4b,1.19,30,0.40,75.64,15
4b,1.36,30,0.43,69.48,15
4b,1.10,30,0.45,66.66,15
4b,1.23,30,0.37,80.06,15
4b,1.26,30,0.42,72.26,15
4b,1.13,30,0.40,74.97,15
4b,1.26,30,0.40,74.21,15
4b,1.16,30,0.37,80.02,15
4b,1.31,30,0.41,73.96,15
4b,1.14,30,0.39,77.58,15
4b,1.24,30,0.40,75.62,15
4b,0.98,30,0.39,76.38,15
4b,1.23,30,0.43,69.92,15
4b,1.06,30,0.41,72.49,15
4b,1.21,30,0.41,73.89,15
4b,1.11,30,0.39,76.58,15
4b,1.20,30,0.40,74.37,15
4b,1.16,30,0.38,79.62,15
4b,1.26,30,0.41,73.38,15
4b,1.14,30,0.39,76.15,15
4b,1.31,30,0.41,73.92,15
4b,1.13,30,0.40,74.11,15
4b,1.25,30,0.40,74.33,15
4b,1.33,30,0.39,76.60,15
4b,1.16,30,0.41,72.42,15
4b,1.26,30,0.37,81.27,15
4b,0.98,30,0.39,76.38,15
4b,1.11,30,0.41,73.65,15
4b,1.20,30,0.38,79.99,15
4b,1.24,30,0.40,74.17,15
4b,1.12,30,0.40,74.59,15
4b,1.21,30,0.38,79.01,15
4b,1.15,30,0.40,74.40,15
4b,1.34,30,0.43,69.29,15
4b,1.08,30,0.44,68.23,15
4b,1.20,30,0.37,80.40,15
4b,1.13,30,0.43,69.61,15
4b,1.23,30,0.37,81.44,15
4b,1.34,30,0.48,62.31,15
4b,1.08,30,0.44,67.98,15
4b,1.24,30,0.39,76.21,15
4b,0.97,30,0.39,77.21,15
4b,1.20,30,0.40,75.43,15
4b,1.28,30,0.42,72.25,15
4b,1.24,30,0.44,68.39,15
4b,1.18,30,0.38,79.47,15
4b,1.28,30,0.42,71.22,15
4b,1.36,30,0.44,68.56,15
4b,1.13,30,0.43,69.90,15
4b,1.26,30,0.38,78.66,15
4b,1.07,30,0.41,73.71,15
4b,1.16,30,0.37,80.57,15
4b,1.21,30,0.40,74.35,15
4b,1.14,30,0.41,74.06,15
4b,1.21,30,0.38,78.53,15
4b,1.14,30,0.41,74.00,15
4b,0.91,30,0.37,80.27,15
4b,1.14,30,0.38,78.61,15
4b,1.30,30,0.43,69.94,15
4b,1.02,30,0.44,67.56,15
4b,1.25,30,0.40,74.43,15
4b,1.32,30,0.39,77.33,15
4b,1.17,30,0.41,72.93,15
4b,1.26,30,0.38,79.78,15
4b,1.13,30,0.40,75.02,15
4b,1.25,30,0.42,70.78,15
4b,1.18,30,0.41,73.47,15
4b,1.14,30,0.38,79.31,15
4b,1.19,30,0.40,74.10,15
4b,1.15,30,0.38,79.72,15
4b,1.29,30,0.39,76.61,15
4b,0.98,30,0.39,76.75,15
4b,1.16,30,0.41,73.32,15
4b,1.09,30,0.39,76.05,15
4b,1.16,30,0.41,73.16,15
4b,1.13,30,0.41,73.45,15
4b,1.29,30,0.40,74.20,15
4b,1.23,30,0.42,72.13,15
4b,1.17,30,0.44,68.88,15
4b,1.18,30,0.41,73.81,15
4b,1.23,30,0.40,74.70,15
4b,1.22,30,0.41,73.59,15
4b,1.30,30,0.41,74.03,15
4b,1.18,30,0.38,79.27,15
4b,1.22,30,0.40,74.44,15
4b,1.11,30,0.38,79.82,15
4b,1.07,30,0.41,73.30,15
4b,1.08,30,0.40,74.21,15
4b,1.15,30,0.40,75.44,15
4b,1.29,30,0.43,70.39,15
4b,1.13,30,0.42,70.83,15
4b,1.19,30,0.41,73.43,15
4b,1.13,30,0.42,72.20,15
4b,1.26,30,0.41,72.57,15
4b,1.24,30,0.41,72.66,15
4b,1.10,30,0.45,66.80,15
4b,1.24,30,0.40,74.55,15
4b,1.17,30,0.40,74.40,15
4b,1.26,30,0.38,79.18,15
4b,1.31,30,0.42,71.12,15
4b,1.14,30,0.40,74.52,15
4b,0.99,30,0.38,78.98,15
4b,1.21,30,0.40,74.19,15
4b,1.08,30,0.40,74.10,15
4b,1.19,30,0.40,75.08,15
4b,1.23,30,0.41,72.78,15
4b,1.15,30,0.41,72.87,15
4b,1.25,30,0.37,80.36,15
4b,1.35,30,0.42,71.99,15
4b,1.12,30,0.42,70.71,15
4b,1.31,30,0.42,71.39,15
4b,1.09,30,0.41,72.95,15
4b,1.30,30,0.42,71.69,15
4b,1.08,30,0.41,72.84,15
4b,1.23,30,0.41,73.61,15
4b,1.11,30,0.38,79.90,15
4b,0.91,30,0.38,78.57,15
4b,1.11,30,0.39,76.02,15
4b,1.27,30,0.42,72.24,15
4b,1.07,30,0.44,68.01,15
4b,1.35,30,0.43,69.55,15
4b,1.13,30,0.42,71.48,15
4b,1.33,30,0.41,72.61,15
4b,1.10,30,0.43,70.09,15
4b,1.26,30,0.37,80.31,15
4b,1.29,30,0.41,73.13,15
4b,1.40,30,0.48,63.13,15
4b,1.15,30,0.44,67.56,15
4b,1.30,30,0.38,79.11,15
4b,1.19,30,0.44,68.94,15
4b,1.18,30,0.41,73.57,15
4b,0.92,30,0.38,79.05,15
4b,1.23,30,0.43,69.35,15
4b,1.25,30,0.41,72.48,15
4b,1.03,30,0.42,71.43,15
4b,1.30,30,0.40,74.27,15
4b,1.26,30,0.42,71.19,15
4b,1.24,30,0.40,74.68,15
4b,1.21,30,0.41,72.83,15
4b,1.31,30,0.41,73.84,15
4b,1.15,30,0.40,75.14,15
4b,1.24,30,0.37,80.36,15
4b,1.32,30,0.41,73.69,15
4b,1.12,30,0.46,64.66,15
4b,1.23,30,0.42,71.90,15
4b,1.04,30,0.39,77.78,15
4b,0.91,30,0.37,81.04,15
4b,1.20,30,0.40,74.33,15
4b,1.11,30,0.40,74.69,15
4b,1.18,30,0.38,79.17,15
4b,1.21,30,0.40,74.21,15
4b,1.16,30,0.45,67.33,15
4b,1.14,30,0.39,77.09,15
4b,1.19,30,0.38,78.69,15
4b,1.14,30,0.42,71.62,15
4b,1.24,30,0.40,75.33,15
4b,1.11,30,0.40,74.13,15
4b,1.20,30,0.38,79.52,15
4b,1.32,30,0.46,65.27,15
4b,1.13,30,0.43,70.52,15
4b,1.24,30,0.37,81.45,15
4b,0.93,30,0.37,80.62,15
4b,1.14,30,0.40,74.33,15
4b,1.12,30,0.40,75.18,15
4b,1.17,30,0.38,79.04,15
4b,1.25,30,0.40,75.47,15
4b,1.14,30,0.41,73.91,15
4b,1.14,30,0.41,73.47,15
4b,1.11,30,0.41,72.76,15
4b,1.27,30,0.40,74.22,15
4b,1.07,30,0.41,73.45,15
4b,1.23,30,0.40,74.73,15
4b,1.32,30,0.38,78.42,15
4b,1.28,30,0.47,63.60,15
4b,1.19,30,0.39,76.72,15
4b,1.29,30,0.39,76.11,15
4b,0.97,30,0.39,76.75,15
4b,1.12,30,0.40,75.40,15
4b,1.23,30,0.40,74.92,15
4b,1.17,30,0.41,73.56,15
4b,1.18,30,0.41,73.20,15
4b,1.25,30,0.41,73.51,15
4b,1.13,30,0.38,78.47,15
4b,1.31,30,0.40,74.39,15
4b,1.13,30,0.40,74.73,15
4b,1.21,30,0.37,80.01,15
4b,1.30,30,0.41,73.93,15
4b,1.17,30,0.42,70.76,15
4b,1.26,30,0.38,78.42,15
4b,1.31,30,0.38,78.37,15
4b,1.08,30,0.39,76.47,15
4b,1.17,30,0.41,73.40,15
4b,1.02,30,0.43,69.40,15
4b,1.15,30,0.38,78.52,15
4b,1.24,30,0.40,75.24,15
4b,1.12,30,0.41,73.10,15
4b,1.23,30,0.38,78.98,15
4b,1.08,30,0.39,76.43,15
4b,1.29,30,0.40,74.26,15
4b,1.23,30,0.44,68.91,15
4b,1.16,30,0.39,77.92,15
4b,1.22,30,0.38,79.21,15
4b,1.15,30,0.43,69.62,15
4b,1.12,30,0.37,80.06,15
4b,1.23,30,0.40,74.30,15
4b,1.09,30,0.37,80.23,15
4b,0.93,30,0.37,80.13,15
4b,1.10,30,0.40,75.33,15
4b,1.18,30,0.38,78.90,15
4b,0.98,30,0.40,74.41,15
4b,1.18,30,0.40,75.86,15
4b,1.37,30,0.41,73.45,15
4b,1.20,30,0.45,67.40,15
4b,1.17,30,0.37,80.03,15
4b,1.29,30,0.40,74.22,15
4b,1.11,30,0.42,72.21,15
4b,1.21,30,0.38,79.15,15
4b,1.31,30,0.41,73.70,15
4b,1.40,30,0.44,67.89,15
4b,1.11,30,0.45,67.31,15
4b,1.23,30,0.37,81.11,15
4b,0.92,30,0.37,80.54,15
4b,1.10,30,0.40,74.88,15
4b,1.19,30,0.39,77.62,15
4b,1.00,30,0.40,75.80,15
4b,1.25,30,0.41,73.69,15
4b,1.08,30,0.41,74.05,15
4b,1.20,30,0.41,73.88,15
4b,1.14,30,0.38,78.68,15
4b,1.20,30,0.40,74.50,15
4b,1.16,30,0.38,79.27,15
4b,1.21,30,0.40,74.54,15
4b,1.16,30,0.38,79.30,15
4b,1.22,30,0.40,74.79,15
4b,1.18,30,0.40,74.51,15
4b,1.28,30,0.39,76.38,15
4b,0.99,30,0.39,76.80,15
4b,1.16,30,0.40,75.85,15
4b,1.24,30,0.38,79.50,15
4b,1.08,30,0.42,70.89,15
4b,1.21,30,0.39,77.73,15
4b,1.13,30,0.38,79.77,15
4b,1.26,30,0.41,73.61,15
4b,1.13,30,0.39,76.32,15
4b,1.22,30,0.40,74.46,15
4b,1.16,30,0.38,79.45,15
4b,1.22,30,0.41,73.89,15
4b,1.18,30,0.38,78.81,15
4b,1.31,30,0.41,73.68,15
4b,1.15,30,0.40,75.66,15
4b,1.20,30,0.37,81.69,15
4b,0.92,30,0.38,79.48,15
4b,1.22,30,0.40,74.61,15
4b,1.09,30,0.42,71.39,15
4b,1.17,30,0.37,80.26,15
4b,1.29,30,0.40,74.70,15
4b,1.14,30,0.41,73.41,15
4b,1.26,30,0.40,74.91,15
4b,1.10,30,0.40,74.56,15
4b,1.28,30,0.41,72.88,15
4b,1.38,30,0.42,70.75,15
4b,1.13,30,0.43,69.57,15
4b,1.23,30,0.37,80.34,15
4b,1.12,30,0.44,67.81,15
4b,1.15,30,0.40,75.25,15
4b,1.20,30,0.39,76.49,15
4b,1.09,30,0.43,69.15,15
4b,1.11,30,0.42,71.88,15
4b,1.20,30,0.42,70.74,15
4b,1.34,30,0.40,74.80,15
4b,1.14,30,0.42,70.63,15
4b,1.25,30,0.38,78.63,15
4b,1.30,30,0.42,71.34,15
4b,1.14,30,0.41,72.82,15
4b,1.25,30,0.41,73.72,15
4b,1.12,30,0.40,74.13,15
4b,1.20,30,0.37,80.88,15
4b,1.30,30,0.41,73.60,15
4b,1.19,30,0.41,73.78,15
4b,1.16,30,0.42,72.23,15
4b,1.13,30,0.40,75.37,15
4b,0.91,30,0.38,79.71,15
4b,1.14,30,0.41,73.94,15
4b,1.13,30,0.42,71.09,15
4b,1.08,30,0.39,77.71,15
4b,1.21,30,0.40,74.86,15
4b,1.11,30,0.40,74.21,15
4b,1.21,30,0.38,78.97,15
4b,1.13,30,0.38,78.12,15
4b,1.18,30,0.40,75.13,15
4b,1.32,30,0.44,67.95,15
4b,1.10,30,0.43,69.66,15
4b,1.21,30,0.37,80.01,15
4b,1.28,30,0.40,74.83,15
4b,1.17,30,0.41,73.01,15
4b,1.19,30,0.41,73.82,15
4b,0.92,30,0.38,79.26,15
4b,1.11,30,0.39,76.24,15
4b,1.23,30,0.39,76.75,15
4b,0.97,30,0.42,72.07,15
4b,1.18,30,0.40,74.80,15
4b,1.26,30,0.40,74.59,15
4b,1.24,30,0.41,73.95,15
4b,1.29,30,0.42,71.27,15
4b,1.18,30,0.41,73.52,15
4b,1.27,30,0.37,80.13,15
4b,1.15,30,0.44,68.75,15
4b,1.17,30,0.40,75.03,15
4b,1.26,30,0.40,74.41,15
4b,1.12,30,0.38,78.40,15
4b,1.32,30,0.39,76.87,15
4b,0.99,30,0.40,74.08,15
4b,1.22,30,0.40,74.91,15
4b,1.30,30,0.41,72.62,15
4b,1.27,30,0.43,70.18,15
4b,1.18,30,0.39,77.79,15
4b,1.25,30,0.40,74.69,15
4b,1.35,30,0.46,65.89,15
4b,1.04,30,0.46,65.57,15
4b,1.33,30,0.41,72.97,15
4b,1.11,30,0.42,70.61,15
4b,1.23,30,0.38,79.60,15
4b,1.30,30,0.41,74.06,15
4b,1.36,30,0.42,71.76,15
4b,1.13,30,0.41,73.72,15
4b,1.31,30,0.40,75.53,15
