model_size,init_time,tokens,decode_time,speed,count
4b,1.02,30,0.47,63.20,10
4b,1.02,30,0.33,91.67,10
4b,1.03,30,0.39,76.72,10
4b,1.01,30,0.44,67.75,10
4b,1.00,30,0.45,66.98,10
4b,1.00,30,0.45,67.18,10
4b,1.03,30,0.46,65.50,10
4b,1.04,30,0.50,60.58,10
4b,1.01,30,0.50,60.52,10
4b,1.38,30,0.67,44.95,10
4b,0.97,30,0.44,68.44,10
4b,1.02,30,0.44,67.54,10
4b,1.03,30,0.33,90.88,10
4b,1.02,30,0.45,67.26,10
4b,1.03,30,0.45,66.88,10
4b,0.98,30,0.44,68.36,10
4b,0.99,30,0.44,68.88,10
4b,1.02,30,0.45,66.19,10
4b,1.00,30,0.50,59.68,10
4b,1.34,30,0.71,42.34,10
4b,0.98,30,0.48,62.38,10
4b,1.03,30,0.39,77.86,10
4b,1.02,30,0.46,64.66,10
4b,1.01,30,0.39,77.15,10
4b,1.01,30,0.48,63.02,10
4b,0.98,30,0.50,60.56,10
4b,1.01,30,0.49,61.51,10
4b,1.05,30,0.39,77.44,10
4b,1.02,30,0.49,61.63,10
4b,1.50,30,0.68,44.01,10
4b,1.00,30,0.44,67.45,10
4b,1.02,30,0.33,92.08,10
4b,1.03,30,0.39,76.32,10
4b,1.02,30,0.44,67.76,10
4b,0.98,30,0.44,67.85,10
4b,0.99,30,0.45,66.70,10
4b,1.02,30,0.51,58.84,10
4b,1.03,30,0.39,76.84,10
4b,1.03,30,0.50,60.53,10
4b,1.35,30,0.63,47.45,10
4b,1.08,30,0.44,67.92,10
4b,0.98,30,0.32,92.54,10
4b,1.09,30,0.44,67.49,10
4b,1.11,30,0.45,66.48,10
4b,1.09,30,0.33,90.56,10
4b,1.05,30,0.44,68.55,10
4b,1.04,30,0.34,88.09,10
4b,0.96,30,0.50,60.55,10
4b,1.07,30,0.44,68.79,10
4b,1.40,30,0.70,42.89,10
4b,0.97,30,0.45,67.41,10
4b,1.03,30,0.33,91.66,10
4b,1.02,30,0.40,75.90,10
4b,1.04,30,0.45,67.10,10
4b,0.96,30,0.44,68.15,10
4b,1.00,30,0.45,66.97,10
4b,1.00,30,0.46,65.23,10
4b,1.05,30,0.39,76.52,10
4b,1.01,30,0.49,61.24,10
4b,1.36,30,0.67,44.60,10
4b,1.06,30,0.44,67.66,10
4b,1.05,30,0.46,65.66,10
4b,1.06,30,0.45,66.28,10
4b,0.95,30,0.32,92.87,10
4b,1.08,30,0.44,67.69,10
4b,1.05,30,0.44,68.85,10
4b,0.98,30,0.34,88.98,10
4b,1.09,30,0.45,67.22,10
4b,1.06,30,0.40,75.75,10
4b,1.48,30,0.68,43.94,10
4b,0.99,30,0.44,67.91,10
4b,0.96,30,0.43,68.98,10
4b,1.01,30,0.45,66.79,10
4b,1.03,30,0.32,94.64,10
4b,1.02,30,0.44,68.57,10
4b,0.96,30,0.43,69.60,10
4b,1.00,30,0.45,66.75,10
4b,1.00,30,0.45,67.03,10
4b,1.15,30,0.49,60.93,10
4b,1.38,30,0.70,42.87,10
4b,1.01,30,0.45,66.20,10
4b,1.02,30,0.33,90.93,10
4b,1.02,30,0.34,88.76,10
4b,1.04,30,0.44,68.71,10
4b,0.96,30,0.44,68.10,10
4b,0.97,30,0.45,67.41,10
4b,1.02,30,0.46,65.88,10
4b,1.00,30,0.46,65.68,10
4b,0.98,30,0.51,59.32,10
4b,1.36,30,0.65,46.26,10
4b,1.05,30,0.44,68.43,10
4b,1.07,30,0.44,67.57,10
4b,1.08,30,0.43,69.26,10
4b,1.15,30,0.35,84.52,10
4b,0.90,30,0.31,95.47,10
4b,1.07,30,0.44,67.60,10
4b,0.98,30,0.34,89.33,10
4b,0.94,30,0.32,94.12,10
4b,1.08,30,0.50,60.57,10
4b,1.35,30,0.64,46.74,10
4b,1.05,30,0.45,67.31,10
4b,0.96,30,0.33,92.20,10
4b,1.06,30,0.45,66.89,10
4b,0.97,30,0.33,90.66,10
4b,0.91,30,0.39,76.23,10
4b,0.92,30,0.32,93.45,10
4b,0.92,30,0.42,72.20,10
4b,1.06,30,0.45,67.33,10
4b,1.03,30,0.44,68.44,10
4b,1.33,30,0.64,46.53,10
4b,1.07,30,0.44,67.68,10
4b,1.09,30,0.44,67.80,10
4b,1.07,30,0.45,66.08,10
4b,0.98,30,0.33,91.34,10
4b,1.07,30,0.45,67.07,10
4b,1.06,30,0.44,68.14,10
4b,0.98,30,0.33,90.81,10
4b,1.07,30,0.43,69.20,10
4b,1.06,30,0.44,68.75,10
4b,1.46,30,0.68,44.07,10
4b,0.99,30,0.44,67.75,10
4b,1.00,30,0.46,65.87,10
4b,0.99,30,0.45,65.97,10
4b,1.05,30,0.33,90.04,10
4b,1.01,30,0.45,67.18,10
4b,0.98,30,0.44,67.74,10
4b,1.04,30,0.34,88.13,10
4b,1.03,30,0.45,67.41,10
4b,1.02,30,0.41,73.72,10
4b,1.32,30,0.64,47.03,10
4b,0.98,30,0.43,69.41,10
4b,0.98,30,0.44,68.68,10
4b,1.06,30,0.42,70.66,10
4b,1.04,30,0.45,66.83,10
4b,1.02,30,0.44,68.64,10
4b,0.98,30,0.43,70.13,10
4b,1.16,30,0.49,60.81,10
4b,1.17,30,0.48,62.05,10
4b,1.00,30,0.49,61.15,10
4b,1.44,30,0.69,43.63,10
4b,1.03,30,0.33,91.14,10
4b,1.02,30,0.33,91.49,10
4b,1.00,30,0.44,67.91,10
4b,1.01,30,0.45,67.25,10
4b,0.96,30,0.44,68.82,10
4b,0.97,30,0.44,68.22,10
4b,1.02,30,0.46,65.05,10
4b,1.03,30,0.45,65.99,10
4b,1.00,30,0.37,81.08,10
4b,1.35,30,0.64,46.58,10
4b,1.07,30,0.44,68.76,10
4b,1.07,30,0.44,68.32,10
4b,1.07,30,0.42,70.72,10
4b,0.98,30,0.32,94.03,10
4b,0.95,30,0.31,97.79,10
4b,1.08,30,0.44,68.87,10
4b,1.04,30,0.32,93.57,10
4b,1.09,30,0.44,68.40,10
4b,1.09,30,0.34,88.90,10
4b,1.54,30,0.68,43.80,10
4b,1.02,30,0.45,66.72,10
4b,0.96,30,0.44,68.64,10
4b,1.00,30,0.44,67.82,10
4b,1.03,30,0.33,91.15,10
4b,1.00,30,0.44,68.69,10
4b,0.99,30,0.45,67.09,10
4b,0.97,30,0.43,69.40,10
4b,0.97,30,0.44,68.69,10
4b,0.99,30,0.44,67.44,10
4b,1.49,30,0.68,43.83,10
4b,1.00,30,0.45,66.78,10
4b,1.03,30,0.32,92.58,10
4b,1.04,30,0.45,66.61,10
4b,1.01,30,0.44,68.54,10
4b,1.03,30,0.45,67.11,10
4b,1.16,30,0.47,63.82,10
4b,1.01,30,0.45,66.96,10
4b,1.00,30,0.44,68.21,10
4b,0.98,30,0.48,62.03,10
4b,1.48,30,0.68,44.21,10
4b,1.14,30,0.46,64.95,10
4b,1.04,30,0.33,91.90,10
4b,1.06,30,0.45,65.98,10
4b,0.98,30,0.44,68.50,10
4b,0.99,30,0.44,67.83,10
4b,1.00,30,0.45,66.04,10
4b,1.04,30,0.45,66.34,10
4b,0.99,30,0.44,67.57,10
4b,1.01,30,0.44,67.57,10
4b,1.36,30,0.69,43.65,10
4b,0.99,30,0.44,67.82,10
4b,1.02,30,0.32,95.08,10
4b,1.02,30,0.37,80.49,10
4b,1.00,30,0.44,68.61,10
4b,1.04,30,0.45,66.99,10
4b,0.98,30,0.44,68.50,10
4b,1.00,30,0.46,65.16,10
4b,1.00,30,0.45,66.25,10
4b,1.01,30,0.49,61.27,10
4b,1.35,30,0.63,47.56,10
4b,1.06,30,0.43,70.03,10
4b,1.06,30,0.44,68.38,10
4b,1.09,30,0.31,97.93,10
4b,0.98,30,0.33,90.02,10
4b,1.06,30,0.45,67.13,10
4b,1.07,30,0.44,68.80,10
4b,1.05,30,0.34,88.76,10
4b,0.99,30,0.34,88.99,10
4b,1.07,30,0.49,60.82,10
4b,1.34,30,0.64,47.18,10
4b,1.07,30,0.44,67.82,10
4b,1.07,30,0.43,69.11,10
4b,1.06,30,0.43,69.85,10
4b,0.99,30,0.33,91.67,10
4b,1.05,30,0.45,66.82,10
4b,1.07,30,0.43,69.59,10
4b,0.98,30,0.32,94.27,10
4b,1.05,30,0.32,94.78,10
4b,1.07,30,0.44,68.89,10
4b,1.33,30,0.63,47.31,10
4b,1.07,30,0.43,69.87,10
4b,0.98,30,0.32,92.93,10
4b,1.07,30,0.37,80.42,10
4b,1.06,30,0.43,69.79,10
4b,1.06,30,0.43,69.06,10
4b,1.06,30,0.44,68.73,10
4b,0.98,30,0.43,70.06,10
4b,0.90,30,0.30,98.89,10
4b,1.04,30,0.34,88.80,10
4b,1.36,30,0.62,48.22,10
4b,1.05,30,0.44,68.78,10
4b,1.08,30,0.43,69.25,10
4b,1.07,30,0.33,91.12,10
4b,0.98,30,0.33,90.38,10
4b,0.90,30,0.31,97.78,10
4b,1.08,30,0.44,68.45,10
4b,0.99,30,0.33,89.58,10
4b,1.09,30,0.43,69.41,10
4b,1.06,30,0.43,69.92,10
4b,1.55,30,0.68,44.05,10
4b,1.03,30,0.33,92.06,10
4b,1.03,30,0.44,68.14,10
4b,1.03,30,0.33,90.85,10
4b,1.01,30,0.43,69.04,10
4b,0.96,30,0.43,69.63,10
4b,0.99,30,0.44,68.25,10
4b,1.00,30,0.45,67.35,10
4b,1.17,30,0.49,61.40,10
4b,0.99,30,0.50,60.51,10
