model_size,init_time,tokens,decode_time,speed,count
4b,1.28,30,0.42,71.46,5
4b,1.09,30,0.39,77.55,5
4b,0.97,30,0.40,75.63,5
4b,1.09,30,0.37,80.72,5
4b,1.22,30,0.38,79.24,5
4b,1.10,30,0.38,79.90,5
4b,1.22,30,0.37,80.92,5
4b,0.93,30,0.38,78.73,5
4b,1.16,30,0.38,79.59,5
4b,1.21,30,0.38,78.01,5
4b,1.04,30,0.39,77.62,5
4b,1.17,30,0.37,81.62,5
4b,0.98,30,0.39,76.60,5
4b,1.15,30,0.38,79.64,5
4b,1.28,30,0.42,71.32,5
4b,1.14,30,0.38,78.81,5
4b,1.26,30,0.37,81.06,5
4b,0.94,30,0.38,78.26,5
4b,1.13,30,0.38,79.11,5
4b,1.22,30,0.38,79.37,5
4b,1.25,30,0.38,79.54,5
4b,1.13,30,0.37,80.49,5
