model_size,init_time,tokens,decode_time,speed,count
1b,0.86,30,0.32,94.33,10
1b,0.86,30,0.30,98.89,10
1b,0.80,30,0.27,111.46,10
1b,0.75,30,0.27,111.07,10
1b,0.70,30,0.28,108.92,10
1b,0.64,30,0.27,111.91,10
1b,0.72,30,0.28,108.92,10
1b,0.79,30,0.27,109.70,10
1b,0.76,30,0.28,108.69,10
1b,0.81,30,0.33,91.65,10
1b,0.74,30,0.32,93.15,10
1b,0.84,30,0.28,108.90,10
1b,0.77,30,0.27,110.62,10
1b,0.72,30,0.27,110.05,10
1b,0.75,30,0.27,109.65,10
1b,0.69,30,0.27,110.44,10
1b,0.70,30,0.27,109.64,10
1b,0.76,30,0.27,109.97,10
1b,0.82,30,0.27,109.99,10
1b,0.80,30,0.27,109.26,10
1b,0.74,30,0.27,109.54,10
1b,0.81,30,0.27,109.94,10
1b,0.76,30,0.27,110.90,10
1b,0.70,30,0.28,108.93,10
1b,0.73,30,0.27,109.98,10
1b,0.69,30,0.27,111.05,10
1b,0.70,30,0.27,109.26,10
1b,0.77,30,0.28,107.40,10
1b,0.73,30,0.27,112.01,10
1b,0.83,30,0.27,110.73,10
1b,0.75,30,0.27,111.35,10
1b,0.71,30,0.28,108.87,10
1b,0.76,30,0.27,110.39,10
1b,0.74,30,0.27,110.57,10
1b,0.79,30,0.27,110.15,10
1b,0.69,30,0.27,111.34,10
1b,0.80,30,0.32,92.52,10
1b,0.79,30,0.27,109.94,10
1b,0.75,30,0.27,111.92,10
1b,0.75,30,0.27,111.59,10
1b,0.72,30,0.27,111.42,10
1b,0.75,30,0.27,110.36,10
1b,0.86,30,0.33,92.11,10
1b,0.87,30,0.32,93.58,10
1b,0.72,30,0.27,110.21,10
1b,0.73,30,0.27,110.29,10
1b,0.79,30,0.28,108.87,10
1b,0.75,30,0.27,111.58,10
1b,0.68,30,0.28,108.07,10
1b,0.86,30,0.28,108.03,10
1b,0.78,30,0.27,110.85,10
1b,0.83,30,0.27,110.72,10
1b,0.77,30,0.28,108.88,10
1b,0.72,30,0.27,110.81,10
1b,0.85,30,0.32,93.21,10
1b,0.66,30,0.27,111.08,10
1b,0.68,30,0.27,110.18,10
1b,0.73,30,0.27,111.91,10
1b,0.82,30,0.33,92.01,10
1b,0.80,30,0.27,109.77,10
1b,0.78,30,0.27,110.80,10
1b,0.72,30,0.27,110.56,10
1b,0.71,30,0.27,111.01,10
1b,0.72,30,0.27,110.79,10
1b,0.79,30,0.27,110.91,10
1b,0.67,30,0.27,110.56,10
1b,0.76,30,0.27,109.34,10
1b,0.87,30,0.33,91.15,10
1b,0.71,30,0.27,110.10,10
1b,0.72,30,0.27,109.59,10
1b,0.84,30,0.33,91.61,10
1b,0.76,30,0.32,95.12,10
1b,0.74,30,0.27,109.27,10
1b,0.82,30,0.32,93.80,10
1b,0.79,30,0.27,111.69,10
1b,0.76,30,0.27,111.04,10
1b,0.79,30,0.30,99.16,10
1b,0.81,30,0.27,110.86,10
1b,0.74,30,0.27,111.35,10
1b,0.81,30,0.32,93.63,10
1b,0.80,30,0.27,110.84,10
1b,0.75,30,0.27,112.23,10
1b,0.81,30,0.32,92.71,10
1b,0.80,30,0.27,109.22,10
1b,0.78,30,0.27,111.69,10
1b,0.67,30,0.27,111.61,10
1b,0.76,30,0.27,109.95,10
1b,0.84,30,0.33,90.43,10
1b,0.70,30,0.27,110.46,10
1b,0.82,30,0.32,94.49,10
1b,0.84,30,0.28,108.14,10
1b,0.76,30,0.27,112.31,10
1b,0.83,30,0.27,109.94,10
1b,0.74,30,0.27,109.30,10
1b,0.70,30,0.27,110.07,10
1b,0.67,30,0.27,109.93,10
1b,0.68,30,0.28,108.66,10
1b,0.84,30,0.28,108.84,10
1b,0.76,30,0.27,109.67,10
1b,0.81,30,0.27,110.92,10
1b,0.74,30,0.27,110.12,10
1b,0.72,30,0.27,110.41,10
1b,0.76,30,0.28,108.32,10
1b,0.82,30,0.32,92.46,10
1b,0.80,30,0.27,110.86,10
1b,0.68,30,0.27,110.24,10
1b,0.79,30,0.27,112.19,10
1b,0.75,30,0.27,110.07,10
1b,0.69,30,0.28,108.54,10
1b,0.86,30,0.31,95.45,10
1b,0.76,30,0.29,102.98,10
1b,0.82,30,0.29,102.23,10
1b,0.85,30,0.27,110.36,10
1b,0.76,30,0.27,110.51,10
1b,0.86,30,0.31,98.07,10
1b,0.68,30,0.27,110.24,10
1b,0.80,30,0.29,102.44,10
1b,0.84,30,0.29,102.63,10
1b,0.72,30,0.31,97.89,10
1b,0.77,30,0.27,110.28,10
1b,0.74,30,0.27,109.76,10
1b,0.83,30,0.33,92.13,10
1b,0.81,30,0.28,108.86,10
1b,0.74,30,0.27,111.82,10
1b,0.81,30,0.32,92.83,10
1b,0.66,30,0.27,111.69,10
1b,0.65,30,0.27,110.18,10
1b,0.84,30,0.32,94.39,10
1b,0.84,30,0.33,89.98,10
1b,0.74,30,0.29,102.49,10
1b,0.82,30,0.27,109.18,10
1b,0.81,30,0.27,110.18,10
1b,0.73,30,0.27,110.27,10
1b,0.71,30,0.27,111.27,10
1b,0.75,30,0.27,111.90,10
1b,0.65,30,0.27,111.64,10
1b,0.80,30,0.29,105.17,10
1b,0.83,30,0.32,93.02,10
1b,0.73,30,0.29,103.37,10
1b,0.85,30,0.31,96.16,10
1b,0.80,30,0.28,107.43,10
1b,0.73,30,0.27,110.74,10
1b,0.75,30,0.27,110.81,10
1b,0.74,30,0.28,107.90,10
1b,0.67,30,0.27,109.79,10
1b,0.66,30,0.27,110.32,10
1b,0.80,30,0.30,100.11,10
1b,0.77,30,0.27,110.04,10
1b,0.73,30,0.27,110.82,10
1b,0.69,30,0.28,108.58,10
1b,0.78,30,0.27,110.47,10
1b,0.75,30,0.27,109.27,10
1b,0.69,30,0.27,109.93,10
1b,0.81,30,0.27,109.68,10
1b,0.87,30,0.32,92.59,10
1b,0.68,30,0.27,112.41,10
1b,0.68,30,0.27,109.60,10
1b,0.83,30,0.27,110.07,10
1b,0.77,30,0.27,112.52,10
1b,0.83,30,0.33,91.54,10
1b,0.73,30,0.30,99.06,10
1b,0.82,30,0.33,91.85,10
1b,0.75,30,0.31,95.45,10
1b,0.84,30,0.31,95.38,10
1b,0.82,30,0.32,94.16,10
1b,0.70,30,0.27,111.36,10
1b,0.70,30,0.27,110.17,10
1b,0.75,30,0.28,108.68,10
1b,0.71,30,0.27,111.20,10
1b,0.85,30,0.27,110.01,10
1b,0.77,30,0.27,110.00,10
1b,0.72,30,0.27,110.02,10
1b,0.80,30,0.27,111.44,10
1b,0.85,30,0.31,95.27,10
1b,0.70,30,0.30,98.99,10
1b,0.65,30,0.28,108.92,10
1b,0.79,30,0.27,109.83,10
1b,0.75,30,0.28,108.61,10
1b,0.70,30,0.27,109.09,10
1b,0.83,30,0.27,109.16,10
1b,0.76,30,0.28,107.30,10
1b,0.72,30,0.27,109.88,10
1b,0.83,30,0.32,93.64,10
1b,0.80,30,0.28,107.59,10
1b,0.73,30,0.27,110.82,10
