model_size,init_time,tokens,decode_time,speed,count
12b,3.10,30,0.86,34.82,10
12b,2.94,30,1.12,26.86,10
12b,2.83,30,1.13,26.55,10
12b,3.02,30,0.88,33.96,10
12b,3.06,30,0.78,38.55,10
12b,1.90,30,0.70,42.71,10
12b,2.18,30,0.68,44.01,10
12b,2.51,30,0.75,40.21,10
12b,2.94,30,0.95,31.61,10
12b,2.75,30,0.94,31.78,10
12b,3.25,30,1.04,28.98,10
12b,2.81,30,1.23,24.38,10
12b,2.98,30,0.92,32.77,10
12b,3.21,30,0.62,48.62,10
12b,1.90,30,0.70,42.79,10
12b,2.17,30,0.70,42.86,10
12b,2.69,30,0.73,41.16,10
12b,2.74,30,1.17,25.73,10
12b,3.26,30,1.19,25.12,10
12b,3.17,30,1.19,25.24,10
12b,2.67,30,1.20,24.96,10
12b,3.36,30,0.62,48.76,10
12b,1.92,30,0.71,42.42,10
12b,2.26,30,0.72,41.48,10
12b,2.44,30,0.74,40.59,10
12b,2.83,30,0.76,39.69,10
12b,2.84,30,0.78,38.49,10
12b,3.12,30,0.95,31.44,10
12b,2.74,30,1.13,26.51,10
12b,3.01,30,0.81,36.99,10
12b,3.15,30,0.62,48.57,10
12b,1.91,30,0.70,42.90,10
12b,2.18,30,0.69,43.66,10
12b,2.70,30,0.76,39.50,10
12b,2.76,30,0.75,39.89,10
12b,2.84,30,0.76,39.52,10
12b,3.14,30,0.85,35.21,10
12b,2.93,30,0.90,33.51,10
12b,3.16,30,0.75,39.98,10
12b,3.00,30,0.79,38.06,10
12b,1.89,30,0.71,42.51,10
12b,2.61,30,0.94,31.88,10
12b,2.35,30,0.98,30.63,10
12b,2.71,30,0.80,37.44,10
12b,2.78,30,0.76,39.51,10
12b,3.18,30,0.76,39.38,10
12b,2.92,30,0.68,43.95,10
12b,3.14,30,0.79,38.18,10
12b,2.93,30,0.84,35.79,10
12b,1.98,30,0.71,42.13,10
12b,2.81,30,1.03,29.18,10
12b,2.40,30,1.09,27.54,10
12b,2.46,30,0.87,34.50,10
12b,3.19,30,1.04,28.85,10
12b,3.24,30,0.72,41.92,10
12b,2.91,30,1.19,25.18,10
12b,3.42,30,1.27,23.56,10
12b,2.91,30,1.09,27.46,10
12b,1.97,30,0.72,41.82,10
12b,2.52,30,0.79,37.98,10
12b,2.68,30,0.83,36.36,10
12b,2.80,30,0.81,37.19,10
12b,3.15,30,0.92,32.74,10
12b,3.08,30,1.26,23.87,10
12b,2.79,30,1.14,26.35,10
12b,3.35,30,0.72,41.91,10
12b,3.19,30,0.68,43.80,10
12b,1.96,30,0.74,40.54,10
12b,2.36,30,0.78,38.26,10
12b,2.44,30,1.21,24.78,10
12b,2.93,30,1.24,24.27,10
12b,2.71,30,0.92,32.61,10
12b,3.24,30,0.84,35.73,10
12b,3.06,30,0.90,33.30,10
12b,3.38,30,0.89,33.76,10
12b,3.04,30,0.94,31.85,10
12b,1.96,30,0.71,42.22,10
12b,2.42,30,0.72,41.62,10
12b,2.44,30,0.78,38.68,10
12b,2.79,30,0.91,32.89,10
12b,2.53,30,0.97,31.02,10
12b,3.31,30,0.83,36.33,10
12b,3.25,30,1.19,25.30,10
12b,2.80,30,1.17,25.72,10
12b,3.21,30,0.62,48.60,10
12b,1.93,30,0.69,43.22,10
12b,2.52,30,0.78,38.69,10
12b,2.50,30,0.81,37.11,10
12b,2.78,30,0.73,40.82,10
12b,3.01,30,0.86,34.82,10
12b,2.88,30,1.07,28.00,10
12b,2.81,30,0.95,31.50,10
12b,3.21,30,0.66,45.31,10
12b,2.81,30,0.65,46.23,10
12b,2.11,30,0.72,41.75,10
12b,2.20,30,1.36,22.08,10
12b,2.71,30,1.37,21.89,10
12b,2.24,30,1.15,26.10,10
12b,3.07,30,0.73,41.07,10
12b,3.13,30,0.73,41.17,10
12b,3.45,30,1.14,26.30,10
12b,3.01,30,1.25,24.09,10
12b,2.96,30,1.07,28.04,10
12b,2.12,30,0.70,42.80,10
12b,1.93,30,1.16,25.95,10
12b,2.43,30,1.17,25.62,10
12b,3.12,30,0.81,37.24,10
12b,3.07,30,1.14,26.26,10
12b,2.78,30,1.07,28.10,10
12b,2.94,30,0.66,45.54,10
12b,3.07,30,0.65,46.01,10
12b,1.92,30,0.71,42.48,10
12b,2.17,30,0.70,43.05,10
12b,2.70,30,0.79,38.00,10
12b,2.59,30,0.87,34.62,10
12b,2.67,30,1.35,22.24,10
12b,3.23,30,1.33,22.58,10
12b,2.78,30,1.27,23.57,10
12b,3.01,30,0.90,33.35,10
12b,3.18,30,0.75,40.26,10
12b,1.92,30,0.71,42.36,10
12b,2.17,30,0.69,43.17,10
12b,2.52,30,0.76,39.51,10
12b,3.20,30,1.17,25.64,10
12b,2.83,30,1.36,22.06,10
12b,2.67,30,1.30,22.99,10
12b,3.14,30,1.00,30.13,10
12b,2.97,30,0.90,33.24,10
12b,1.93,30,0.70,42.65,10
12b,2.16,30,0.70,42.90,10
12b,2.69,30,0.74,40.79,10
12b,2.84,30,0.77,38.73,10
12b,2.63,30,0.96,31.13,10
12b,3.09,30,0.84,35.87,10
12b,2.92,30,0.88,34.10,10
12b,3.26,30,1.01,29.62,10
12b,2.77,30,1.02,29.43,10
12b,1.91,30,0.70,42.74,10
12b,2.27,30,0.73,41.36,10
12b,2.52,30,0.74,40.27,10
12b,2.76,30,1.36,22.09,10
12b,3.26,30,1.37,21.92,10
12b,2.77,30,1.44,20.78,10
12b,2.80,30,1.10,27.16,10
12b,3.26,30,0.68,44.32,10
12b,1.90,30,0.70,42.93,10
12b,2.53,30,0.77,39.14,10
12b,2.46,30,0.85,35.32,10
12b,2.79,30,0.74,40.68,10
12b,2.82,30,0.76,39.68,10
12b,3.01,30,0.71,42.06,10
12b,3.26,30,0.78,38.60,10
12b,3.11,30,0.81,37.02,10
12b,3.35,30,0.65,46.07,10
12b,1.88,30,0.67,44.61,10
12b,2.47,30,0.72,41.60,10
12b,2.69,30,0.75,39.84,10
12b,2.68,30,0.81,37.03,10
12b,3.05,30,0.75,39.93,10
12b,3.03,30,0.76,39.34,10
12b,3.23,30,0.79,38.05,10
12b,3.12,30,0.82,36.50,10
12b,3.26,30,0.68,44.25,10
12b,1.93,30,0.71,42.16,10
12b,2.22,30,0.72,41.56,10
12b,2.68,30,0.80,37.61,10
12b,2.73,30,0.78,38.56,10
12b,2.75,30,0.85,35.15,10
12b,3.09,30,0.83,36.30,10
12b,2.91,30,0.88,34.03,10
12b,3.20,30,0.80,37.57,10
12b,2.96,30,0.85,35.10,10
12b,2.01,30,0.71,42.31,10
12b,2.16,30,0.76,39.29,10
12b,2.46,30,0.72,41.87,10
12b,2.82,30,0.83,36.06,10
12b,2.73,30,0.85,35.33,10
12b,3.41,30,1.06,28.23,10
12b,3.02,30,1.23,24.42,10
12b,3.06,30,1.01,29.64,10
12b,2.85,30,0.72,41.47,10
