model_size,init_time,tokens,decode_time,speed,count
12b,2.63,30,0.86,34.84,5
12b,3.06,30,0.66,45.37,5
12b,1.97,30,0.69,43.28,5
12b,2.18,30,0.69,43.19,5
12b,2.82,30,0.88,33.94,5
12b,2.52,30,1.04,28.87,5
12b,2.67,30,0.79,38.03,5
12b,1.96,30,0.70,42.81,5
12b,2.20,30,0.68,44.18,5
12b,2.68,30,0.74,40.46,5
12b,2.66,30,0.75,39.81,5
12b,2.76,30,0.67,44.57,5
12b,1.96,30,0.69,43.18,5
12b,2.14,30,0.70,43.04,5
12b,2.70,30,0.79,38.20,5
12b,2.52,30,0.84,35.75,5
12b,2.75,30,0.65,45.81,5
12b,1.95,30,0.69,43.53,5
12b,2.04,30,0.72,41.60,5
12b,2.63,30,0.69,43.26,5
12b,2.59,30,0.73,41.23,5
12b,2.81,30,0.63,47.48,5
12b,1.96,30,0.71,42.24,5
12b,2.26,30,0.69,43.43,5
12b,2.41,30,0.71,42.44,5
12b,2.68,30,0.66,45.65,5
12b,2.74,30,0.66,45.72,5
12b,1.94,30,0.69,43.19,5
12b,2.02,30,0.71,42.12,5
12b,2.63,30,0.67,45.11,5
12b,2.62,30,0.69,43.20,5
12b,2.85,30,0.62,48.23,5
12b,1.96,30,0.70,42.80,5
12b,2.18,30,0.70,42.79,5
12b,2.77,30,1.06,28.40,5
12b,2.27,30,1.07,27.94,5
12b,2.64,30,0.72,41.69,5
12b,1.93,30,0.69,43.33,5
12b,2.20,30,0.67,44.72,5
12b,2.54,30,0.76,39.42,5
12b,2.54,30,0.76,39.51,5
12b,2.86,30,0.61,48.80,5
12b,1.97,30,0.70,43.12,5
12b,2.09,30,0.72,41.53,5
12b,2.71,30,0.78,38.38,5
12b,2.65,30,0.78,38.44,5
12b,2.82,30,0.66,45.65,5
12b,2.10,30,0.81,37.18,5
12b,2.02,30,0.83,36.20,5
12b,2.77,30,0.74,40.33,5
12b,2.64,30,0.80,37.62,5
12b,2.84,30,0.66,45.66,5
12b,1.96,30,0.71,42.45,5
12b,2.19,30,0.70,42.76,5
12b,2.84,30,0.99,30.41,5
12b,2.49,30,1.17,25.69,5
12b,2.46,30,0.97,30.85,5
12b,1.95,30,0.70,42.87,5
12b,2.16,30,0.70,42.87,5
12b,2.47,30,0.72,41.43,5
12b,2.79,30,0.76,39.57,5
12b,2.69,30,0.77,39.08,5
12b,1.95,30,0.69,43.44,5
12b,2.02,30,0.71,42.06,5
12b,2.72,30,0.83,36.21,5
12b,2.48,30,0.88,33.96,5
12b,2.97,30,0.64,47.09,5
12b,1.97,30,0.70,43.06,5
12b,2.10,30,0.71,42.23,5
12b,2.75,30,0.79,38.08,5
12b,2.56,30,0.85,35.50,5
12b,2.86,30,0.64,47.18,5
12b,1.98,30,0.69,43.47,5
12b,2.11,30,0.72,41.87,5
12b,2.68,30,0.68,43.99,5
12b,2.68,30,0.70,42.62,5
12b,2.94,30,0.66,45.32,5
12b,2.09,30,0.70,43.12,5
12b,2.26,30,0.72,41.82,5
12b,2.66,30,0.79,38.06,5
12b,2.57,30,0.82,36.73,5
12b,2.68,30,0.70,43.13,5
12b,2.00,30,0.71,42.18,5
12b,2.01,30,0.76,39.28,5
12b,2.95,30,1.26,23.81,5
12b,2.50,30,1.31,22.82,5
12b,2.35,30,1.20,24.93,5
