model_size,init_time,tokens,decode_time,speed,count
27b,5.84,30,1.18,25.44,15
27b,3.36,30,0.97,30.97,15
27b,3.44,30,0.97,31.03,15
27b,3.25,30,0.97,30.92,15
27b,4.05,30,0.97,30.91,15
27b,4.21,30,0.97,30.91,15
27b,3.39,30,0.97,31.04,15
27b,3.38,30,0.97,31.05,15
27b,3.39,30,0.97,30.99,15
27b,3.41,30,0.97,30.94,15
27b,3.83,30,0.97,31.08,15
27b,3.58,30,0.97,31.07,15
27b,4.23,30,0.97,30.90,15
27b,3.44,30,0.97,30.96,15
27b,3.88,30,0.97,30.86,15
27b,6.32,30,1.17,25.70,15
27b,3.36,30,0.97,30.96,15
27b,3.40,30,0.97,30.94,15
27b,3.43,30,0.97,31.01,15
27b,3.92,30,0.97,30.84,15
27b,4.21,30,0.97,30.96,15
27b,3.90,30,0.96,31.19,15
27b,4.22,30,0.97,30.98,15
27b,3.44,30,0.97,30.99,15
27b,3.40,30,0.97,31.00,15
27b,3.53,30,0.97,31.06,15
27b,3.86,30,0.96,31.13,15
27b,4.20,30,0.98,30.73,15
27b,3.43,30,0.97,30.98,15
27b,3.89,30,0.97,30.97,15
27b,5.35,30,1.17,25.65,15
27b,3.71,30,0.97,31.00,15
27b,4.07,30,0.97,31.06,15
27b,4.14,30,0.97,30.97,15
27b,4.08,30,0.96,31.18,15
27b,4.09,30,0.97,30.86,15
27b,4.00,30,0.97,31.08,15
27b,4.03,30,0.97,30.92,15
27b,4.08,30,0.96,31.09,15
27b,3.24,30,0.96,31.19,15
27b,3.26,30,0.96,31.22,15
27b,4.03,30,0.97,30.96,15
27b,3.98,30,0.98,30.68,15
27b,3.62,30,0.97,30.86,15
27b,3.85,30,0.97,30.99,15
27b,6.34,30,1.18,25.42,15
27b,3.36,30,0.97,31.00,15
27b,3.39,30,0.97,31.04,15
27b,3.41,30,0.97,31.04,15
27b,3.38,30,0.97,30.96,15
27b,3.89,30,0.97,31.04,15
27b,3.62,30,0.97,31.09,15
27b,4.13,30,0.97,30.81,15
27b,3.84,30,0.97,31.05,15
27b,3.59,30,0.97,31.04,15
27b,4.24,30,0.97,31.07,15
27b,3.84,30,0.96,31.13,15
27b,4.13,30,0.97,30.86,15
27b,3.82,30,0.97,31.03,15
27b,4.22,30,0.97,30.96,15
27b,5.74,30,1.16,25.77,15
27b,3.83,30,0.97,30.93,15
27b,3.75,30,0.97,30.90,15
27b,3.71,30,0.97,31.03,15
27b,4.20,30,0.97,30.94,15
27b,4.05,30,0.97,30.94,15
27b,4.15,30,0.97,31.01,15
27b,4.02,30,0.97,30.96,15
27b,4.20,30,0.97,31.07,15
27b,4.00,30,0.97,31.02,15
27b,4.15,30,0.97,31.00,15
27b,3.26,30,0.97,31.04,15
27b,4.02,30,0.97,30.87,15
27b,3.99,30,0.96,31.14,15
27b,4.04,30,0.97,30.93,15
27b,6.34,30,1.22,24.58,15
27b,3.36,30,0.97,31.06,15
27b,3.38,30,0.97,31.04,15
27b,3.40,30,0.97,31.04,15
27b,3.82,30,0.99,30.21,15
27b,3.57,30,0.97,30.96,15
27b,3.88,30,0.96,31.16,15
27b,4.21,30,0.97,30.85,15
27b,3.94,30,0.96,31.22,15
27b,4.18,30,0.97,30.96,15
27b,3.86,30,0.97,31.02,15
27b,4.22,30,0.97,30.97,15
27b,3.94,30,0.97,31.05,15
27b,4.25,30,0.97,30.96,15
27b,3.41,30,0.97,30.93,15
27b,5.57,30,1.17,25.70,15
27b,3.46,30,0.97,31.05,15
27b,3.36,30,0.97,30.97,15
27b,3.39,30,0.97,30.94,15
27b,3.90,30,0.97,31.07,15
27b,4.22,30,0.97,30.93,15
27b,3.61,30,0.97,30.92,15
27b,3.66,30,0.97,30.91,15
27b,3.34,30,0.97,30.87,15
27b,3.39,30,0.97,30.99,15
27b,3.47,30,0.96,31.12,15
27b,3.89,30,0.97,30.85,15
27b,4.20,30,0.97,30.94,15
27b,3.41,30,0.97,30.84,15
27b,3.44,30,0.97,30.94,15
27b,5.61,30,1.17,25.65,15
27b,3.40,30,0.97,30.89,15
27b,3.87,30,0.97,31.00,15
27b,4.21,30,0.97,31.03,15
27b,4.02,30,0.97,30.82,15
27b,4.18,30,0.97,30.90,15
27b,3.93,30,0.97,30.83,15
27b,4.33,30,0.97,30.96,15
27b,3.89,30,0.97,31.01,15
27b,4.17,30,0.97,31.05,15
27b,3.89,30,0.96,31.15,15
27b,4.21,30,0.97,30.94,15
27b,3.38,30,0.97,30.83,15
27b,3.84,30,0.97,31.08,15
27b,4.18,30,0.97,30.91,15
27b,5.75,30,1.17,25.55,15
27b,3.70,30,0.97,30.94,15
27b,4.00,30,0.96,31.12,15
27b,4.00,30,0.97,31.01,15
27b,3.71,30,0.97,30.96,15
27b,3.70,30,0.97,31.02,15
27b,4.05,30,0.96,31.11,15
27b,3.20,30,0.96,31.14,15
27b,3.99,30,0.97,31.06,15
27b,3.77,30,0.97,30.93,15
27b,4.22,30,0.97,30.91,15
27b,3.24,30,0.96,31.15,15
27b,4.02,30,0.97,30.84,15
27b,4.06,30,0.96,31.13,15
27b,4.00,30,0.97,30.92,15
27b,5.41,30,1.17,25.66,15
27b,3.67,30,0.97,31.02,15
27b,3.72,30,0.97,30.94,15
27b,3.75,30,0.97,30.83,15
27b,4.17,30,0.96,31.15,15
27b,3.18,30,0.96,31.14,15
27b,4.04,30,0.97,30.95,15
27b,3.72,30,0.97,31.08,15
27b,3.59,30,0.97,30.99,15
27b,3.74,30,0.97,30.92,15
27b,4.27,30,0.96,31.19,15
27b,3.28,30,0.97,31.05,15
27b,3.35,30,0.97,31.08,15
27b,3.47,30,0.98,30.75,15
27b,3.85,30,0.97,30.88,15
27b,5.40,30,1.18,25.49,15
27b,3.64,30,0.97,31.03,15
27b,3.65,30,0.97,30.91,15
27b,3.75,30,0.97,30.99,15
27b,4.03,30,0.97,31.05,15
27b,4.03,30,0.97,30.93,15
27b,4.02,30,0.96,31.14,15
27b,4.01,30,0.96,31.20,15
27b,4.06,30,0.97,31.08,15
27b,3.99,30,0.96,31.18,15
27b,4.01,30,0.96,31.13,15
27b,3.19,30,0.96,31.16,15
27b,3.45,30,0.97,30.78,15
27b,4.00,30,0.97,30.87,15
27b,3.78,30,0.97,30.80,15
27b,5.43,30,1.17,25.66,15
27b,3.68,30,0.97,30.90,15
27b,3.95,30,0.97,30.98,15
27b,3.79,30,0.97,30.91,15
27b,4.06,30,0.97,31.04,15
27b,3.36,30,0.97,30.86,15
27b,4.08,30,0.97,30.93,15
27b,3.68,30,0.97,31.09,15
27b,4.13,30,0.97,31.08,15
27b,3.98,30,0.97,30.96,15
27b,4.05,30,0.96,31.10,15
27b,3.29,30,0.97,31.06,15
27b,3.98,30,0.97,30.93,15
27b,4.02,30,0.97,31.05,15
27b,4.06,30,0.97,30.86,15
27b,6.37,30,1.19,25.11,15
27b,3.39,30,0.97,30.97,15
27b,3.43,30,0.97,31.04,15
27b,3.36,30,0.97,31.02,15
27b,4.03,30,0.97,30.81,15
27b,4.17,30,0.97,30.97,15
27b,3.84,30,0.97,31.06,15
27b,4.19,30,0.97,31.02,15
27b,3.43,30,0.97,30.89,15
27b,3.85,30,0.96,31.17,15
27b,4.20,30,0.97,31.07,15
27b,3.91,30,0.97,30.85,15
27b,4.22,30,0.97,30.83,15
27b,3.84,30,0.97,31.06,15
27b,4.21,30,0.97,30.93,15
27b,5.76,30,1.17,25.74,15
27b,3.70,30,0.97,31.04,15
27b,3.56,30,0.97,31.02,15
27b,3.73,30,0.97,31.00,15
27b,4.06,30,0.97,31.05,15
27b,4.01,30,0.97,31.03,15
27b,4.00,30,0.96,31.22,15
27b,4.00,30,0.97,30.97,15
27b,4.05,30,0.97,31.08,15
27b,4.04,30,0.97,31.03,15
27b,4.01,30,0.98,30.51,15
27b,3.36,30,0.97,31.04,15
27b,3.87,30,0.98,30.69,15
27b,3.74,30,0.97,30.85,15
27b,3.80,30,0.97,30.83,15
27b,6.43,30,1.16,25.79,15
27b,3.37,30,0.97,31.07,15
27b,3.96,30,0.97,30.94,15
27b,4.08,30,0.97,31.05,15
27b,3.74,30,0.97,30.96,15
27b,3.89,30,0.97,31.00,15
27b,4.27,30,0.97,30.94,15
27b,3.91,30,0.96,31.10,15
27b,4.16,30,0.97,31.01,15
27b,3.84,30,0.96,31.10,15
27b,4.20,30,0.97,30.98,15
27b,3.40,30,0.97,30.99,15
27b,3.42,30,0.97,30.88,15
27b,3.38,30,0.97,30.91,15
27b,3.38,30,0.97,30.88,15
27b,5.72,30,1.17,25.66,15
27b,3.74,30,0.97,31.01,15
27b,3.77,30,0.97,30.90,15
27b,3.78,30,0.97,30.91,15
27b,3.99,30,0.96,31.23,15
27b,3.21,30,0.97,30.87,15
27b,3.22,30,0.97,31.08,15
27b,4.01,30,0.97,30.97,15
27b,4.04,30,0.96,31.25,15
27b,3.26,30,0.96,31.10,15
27b,3.21,30,0.96,31.23,15
27b,3.22,30,0.96,31.14,15
27b,4.04,30,0.97,30.91,15
27b,4.33,30,0.98,30.61,15
27b,4.04,30,0.97,30.88,15
27b,6.38,30,1.20,24.95,15
27b,3.36,30,0.97,31.05,15
27b,3.63,30,0.98,30.72,15
27b,3.53,30,0.97,30.95,15
27b,3.76,30,0.97,30.78,15
27b,3.90,30,0.97,31.02,15
27b,3.40,30,0.97,30.90,15
27b,3.46,30,0.97,30.96,15
27b,3.86,30,0.97,30.90,15
27b,3.59,30,0.96,31.13,15
27b,4.19,30,0.97,31.07,15
27b,3.83,30,0.96,31.14,15
27b,3.55,30,0.98,30.74,15
27b,4.16,30,0.97,31.00,15
27b,3.42,30,0.97,30.87,15
27b,5.63,30,1.20,25.07,15
27b,3.39,30,0.97,31.04,15
27b,3.85,30,0.97,31.05,15
27b,3.82,30,0.96,31.13,15
27b,4.21,30,0.97,30.93,15
27b,3.85,30,0.97,31.04,15
27b,4.16,30,0.97,30.92,15
27b,3.41,30,0.97,30.98,15
27b,3.46,30,0.97,30.97,15
27b,3.71,30,0.97,31.01,15
27b,3.89,30,0.97,31.06,15
27b,4.21,30,0.97,30.88,15
27b,3.82,30,0.97,31.04,15
27b,4.22,30,0.97,30.93,15
27b,3.44,30,0.97,30.97,15
27b,5.71,30,1.18,25.46,15
27b,3.35,30,0.97,31.08,15
27b,3.88,30,0.97,30.99,15
27b,4.17,30,0.97,30.87,15
27b,3.42,30,0.96,31.09,15
27b,3.42,30,0.97,30.98,15
27b,3.40,30,0.97,30.99,15
27b,3.86,30,0.96,31.13,15
27b,4.12,30,0.96,31.10,15
27b,3.40,30,0.97,31.08,15
27b,3.42,30,0.96,31.12,15
27b,3.87,30,0.96,31.13,15
27b,3.54,30,0.97,31.03,15
27b,4.24,30,0.97,30.94,15
27b,3.39,30,0.97,30.80,15
27b,5.58,30,1.17,25.71,15
27b,3.39,30,0.97,31.07,15
27b,3.43,30,0.97,30.94,15
27b,3.49,30,0.97,31.02,15
27b,3.91,30,0.96,31.15,15
27b,4.15,30,0.97,30.97,15
27b,3.90,30,0.97,31.01,15
27b,4.23,30,0.97,30.94,15
27b,3.84,30,0.97,31.04,15
27b,3.60,30,0.97,31.09,15
27b,4.20,30,0.97,30.99,15
27b,3.86,30,0.96,31.12,15
27b,4.23,30,0.97,30.94,15
27b,4.02,30,0.97,30.79,15
27b,4.23,30,0.97,30.85,15
27b,5.55,30,1.17,25.59,15
27b,3.38,30,0.97,30.94,15
27b,3.41,30,0.97,30.97,15
27b,3.44,30,0.97,30.92,15
27b,3.46,30,0.98,30.73,15
27b,3.41,30,0.97,30.95,15
27b,3.94,30,0.97,30.94,15
27b,4.20,30,0.97,31.01,15
27b,3.41,30,0.97,30.90,15
27b,3.40,30,0.97,31.07,15
27b,3.44,30,0.97,31.05,15
27b,3.85,30,0.96,31.12,15
27b,4.20,30,0.97,30.88,15
27b,3.50,30,0.97,30.96,15
27b,3.37,30,0.97,30.86,15
27b,5.67,30,1.17,25.69,15
27b,3.35,30,0.97,30.98,15
27b,3.85,30,0.96,31.12,15
27b,3.63,30,0.97,30.99,15
27b,4.19,30,0.97,30.98,15
27b,3.86,30,0.96,31.14,15
27b,4.21,30,0.97,31.03,15
27b,3.86,30,0.96,31.15,15
27b,4.22,30,0.97,30.98,15
27b,3.91,30,0.97,31.05,15
27b,4.20,30,0.97,30.93,15
27b,3.44,30,0.97,30.95,15
27b,3.88,30,0.97,31.02,15
27b,4.18,30,0.97,30.97,15
27b,3.89,30,0.97,30.87,15
27b,6.33,30,1.17,25.74,15
27b,3.36,30,0.97,31.08,15
27b,3.36,30,0.97,31.05,15
27b,3.43,30,0.97,30.95,15
27b,3.89,30,0.97,30.90,15
27b,4.18,30,0.97,31.07,15
27b,4.00,30,0.97,30.92,15
27b,4.23,30,0.97,30.99,15
27b,3.87,30,0.97,30.95,15
27b,4.20,30,0.97,31.01,15
27b,3.87,30,0.97,30.95,15
27b,3.59,30,0.97,30.86,15
27b,4.23,30,0.97,30.82,15
27b,3.87,30,0.97,31.04,15
27b,4.14,30,0.97,30.84,15
27b,5.52,30,1.16,25.77,15
27b,3.35,30,0.97,30.93,15
27b,3.41,30,0.97,30.97,15
27b,3.38,30,0.97,30.94,15
27b,3.87,30,0.97,30.81,15
27b,4.15,30,0.97,31.07,15
27b,3.98,30,0.97,30.91,15
27b,4.21,30,0.97,30.93,15
27b,3.44,30,0.97,30.98,15
27b,3.91,30,0.96,31.09,15
27b,4.23,30,0.97,31.05,15
27b,3.87,30,0.97,30.95,15
27b,4.17,30,0.97,30.96,15
27b,3.90,30,0.97,31.04,15
27b,4.20,30,1.01,29.74,15
27b,5.58,30,1.17,25.69,15
27b,3.44,30,0.97,30.96,15
27b,3.37,30,0.97,31.06,15
