model_size,init_time,tokens,decode_time,speed,count
27b,3.60,30,1.39,21.57,10
27b,3.87,30,1.39,21.61,10
27b,4.47,30,1.77,16.96,10
27b,4.21,30,1.82,16.53,10
27b,4.24,30,1.87,16.01,10
27b,3.85,30,1.92,15.62,10
27b,4.25,30,1.86,16.11,10
27b,3.86,30,1.94,15.48,10
27b,4.40,30,1.98,15.12,10
27b,3.90,30,2.03,14.78,10
27b,4.24,30,1.94,15.45,10
27b,3.80,30,1.98,15.12,10
27b,4.60,30,1.05,28.65,10
27b,4.24,30,1.99,15.05,10
27b,3.76,30,2.01,14.94,10
27b,4.27,30,1.96,15.30,10
27b,3.79,30,1.99,15.04,10
27b,4.24,30,1.94,15.43,10
27b,3.80,30,1.98,15.16,10
27b,4.19,30,1.95,15.36,10
27b,3.77,30,1.99,15.10,10
27b,4.18,30,1.58,19.04,10
27b,4.06,30,1.68,17.85,10
27b,4.18,30,1.05,28.67,10
27b,4.25,30,1.97,15.22,10
27b,3.78,30,2.01,14.93,10
27b,4.25,30,1.97,15.19,10
27b,3.78,30,2.00,14.97,10
27b,4.24,30,1.95,15.42,10
27b,3.81,30,1.97,15.19,10
27b,3.77,30,1.77,16.97,10
27b,4.53,30,1.80,16.68,10
27b,3.79,30,1.21,24.83,10
27b,4.10,30,1.27,23.68,10
27b,4.66,30,1.75,17.10,10
27b,4.41,30,1.79,16.76,10
27b,4.23,30,1.94,15.43,10
27b,3.78,30,1.99,15.05,10
27b,3.58,30,1.23,24.30,10
27b,3.89,30,1.28,23.42,10
27b,4.14,30,1.07,28.01,10
27b,4.65,30,1.10,27.29,10
27b,3.21,30,1.10,27.16,10
27b,4.09,30,1.10,27.30,10
27b,4.28,30,1.05,28.57,10
27b,3.83,30,2.01,14.90,10
27b,4.35,30,2.01,14.93,10
27b,4.19,30,1.96,15.32,10
27b,3.77,30,1.97,15.21,10
27b,5.16,30,1.08,27.68,10
27b,3.28,30,1.20,25.04,10
27b,3.59,30,1.29,23.29,10
27b,4.35,30,1.45,20.72,10
27b,3.92,30,1.49,20.08,10
27b,4.24,30,1.99,15.09,10
27b,3.76,30,2.02,14.88,10
27b,4.22,30,1.69,17.74,10
27b,3.95,30,1.83,16.43,10
27b,3.52,30,1.09,27.45,10
27b,4.20,30,1.12,26.76,10
27b,3.95,30,1.18,25.34,10
27b,3.83,30,1.20,25.10,10
27b,3.19,30,1.11,26.98,10
27b,3.95,30,1.11,27.14,10
27b,4.17,30,1.08,27.73,10
27b,4.51,30,1.06,28.33,10
27b,3.19,30,1.11,27.14,10
27b,3.95,30,1.11,27.10,10
27b,4.02,30,1.09,27.63,10
27b,4.82,30,1.05,28.54,10
27b,3.18,30,1.10,27.26,10
27b,4.10,30,1.10,27.30,10
27b,4.10,30,1.05,28.60,10
27b,4.19,30,1.95,15.41,10
27b,3.75,30,1.98,15.17,10
27b,3.62,30,1.24,24.18,10
27b,3.94,30,1.27,23.70,10
27b,4.09,30,1.97,15.23,10
27b,4.65,30,1.98,15.17,10
27b,3.20,30,1.11,27.09,10
27b,3.93,30,1.12,26.84,10
27b,4.06,30,1.09,27.52,10
27b,4.95,30,1.05,28.68,10
27b,3.22,30,1.10,27.23,10
27b,3.98,30,1.22,24.66,10
27b,4.14,30,1.08,27.69,10
27b,4.11,30,1.10,27.17,10
