model_size,init_time,tokens,decode_time,speed,count
4b,0.99,30,0.43,69.08,15
4b,0.99,30,0.42,71.32,15
4b,1.00,30,0.45,67.27,15
4b,1.00,30,0.44,68.16,15
4b,1.04,30,0.31,96.80,15
4b,1.04,30,0.44,67.68,15
4b,0.99,30,0.44,68.61,15
4b,1.04,30,0.32,93.47,15
4b,1.03,30,0.44,68.26,15
4b,1.03,30,0.44,68.51,15
4b,1.04,30,0.44,67.51,15
4b,1.02,30,0.32,92.92,15
4b,1.37,30,0.64,47.02,15
4b,1.06,30,0.45,67.04,15
4b,1.05,30,0.44,68.39,15
4b,1.07,30,0.43,69.26,15
4b,0.96,30,0.33,91.40,15
4b,1.07,30,0.44,68.85,15
4b,1.06,30,0.44,67.90,15
4b,0.97,30,0.32,94.57,15
4b,1.07,30,0.45,66.57,15
4b,1.05,30,0.39,76.22,15
4b,0.99,30,0.33,90.32,15
4b,0.92,30,0.33,90.46,15
4b,1.05,30,0.50,59.98,15
4b,1.06,30,0.45,66.40,15
4b,0.97,30,0.40,74.09,15
4b,1.31,30,0.65,45.81,15
4b,0.99,30,0.44,68.29,15
4b,0.99,30,0.43,69.29,15
4b,1.01,30,0.44,67.71,15
4b,1.01,30,0.43,69.51,15
4b,0.98,30,0.45,66.83,15
4b,1.00,30,0.44,68.59,15
4b,1.00,30,0.44,67.57,15
4b,1.01,30,0.44,68.25,15
4b,1.01,30,0.45,67.29,15
4b,1.06,30,0.32,92.75,15
4b,1.02,30,0.44,68.38,15
4b,1.00,30,0.50,59.96,15
4b,1.00,30,0.48,62.27,15
4b,1.04,30,0.32,93.98,15
4b,1.36,30,0.66,45.73,15
4b,0.99,30,0.44,67.96,15
4b,0.98,30,0.44,68.15,15
4b,0.99,30,0.44,67.80,15
4b,0.98,30,0.43,69.48,15
4b,0.98,30,0.44,68.02,15
4b,1.00,30,0.44,68.55,15
4b,1.03,30,0.31,97.42,15
4b,1.04,30,0.44,68.21,15
4b,0.99,30,0.44,68.44,15
4b,1.04,30,0.31,97.69,15
4b,1.03,30,0.44,68.21,15
4b,1.00,30,0.43,69.37,15
4b,0.98,30,0.44,68.23,15
4b,1.00,30,0.43,69.04,15
4b,1.34,30,0.64,46.77,15
4b,0.99,30,0.43,69.33,15
4b,0.97,30,0.44,68.04,15
4b,0.98,30,0.44,68.67,15
4b,1.01,30,0.44,68.41,15
4b,0.97,30,0.44,67.50,15
4b,1.00,30,0.43,69.00,15
4b,1.01,30,0.44,68.81,15
4b,1.00,30,0.43,70.14,15
4b,1.03,30,0.32,94.85,15
4b,1.04,30,0.44,68.55,15
4b,0.99,30,0.43,69.03,15
4b,0.99,30,0.44,67.98,15
4b,0.99,30,0.44,68.53,15
4b,0.98,30,0.44,68.77,15
4b,1.33,30,0.64,46.84,15
4b,1.02,30,0.32,93.90,15
4b,1.03,30,0.43,69.40,15
4b,0.98,30,0.44,68.69,15
4b,1.00,30,0.43,69.91,15
4b,0.98,30,0.44,67.51,15
4b,0.99,30,0.44,68.62,15
4b,0.99,30,0.43,70.58,15
4b,1.00,30,0.43,68.99,15
4b,1.00,30,0.43,69.38,15
4b,1.03,30,0.31,97.10,15
4b,1.03,30,0.44,68.06,15
4b,1.02,30,0.44,67.78,15
4b,1.01,30,0.44,68.38,15
4b,0.99,30,0.44,68.65,15
4b,1.36,30,0.64,46.83,15
4b,1.05,30,0.45,67.21,15
4b,1.05,30,0.45,67.37,15
4b,1.07,30,0.44,67.51,15
4b,0.96,30,0.33,92.10,15
4b,1.07,30,0.44,68.79,15
4b,1.06,30,0.44,67.94,15
4b,1.00,30,0.50,59.55,15
4b,1.06,30,0.44,67.42,15
4b,1.06,30,0.45,65.95,15
4b,0.96,30,0.32,92.81,15
4b,1.00,30,0.48,61.94,15
4b,1.07,30,0.44,67.72,15
4b,1.07,30,0.45,66.71,15
4b,1.07,30,0.46,65.18,15
4b,1.39,30,0.62,48.70,15
4b,0.97,30,0.42,70.94,15
4b,0.99,30,0.42,71.76,15
4b,1.03,30,0.38,78.48,15
4b,1.02,30,0.42,71.77,15
4b,0.99,30,0.44,68.34,15
4b,1.00,30,0.42,70.93,15
4b,1.01,30,0.44,68.70,15
4b,1.00,30,0.43,69.05,15
4b,0.99,30,0.44,68.61,15
4b,1.05,30,0.30,99.40,15
4b,1.03,30,0.43,69.17,15
4b,0.99,30,0.43,69.40,15
4b,0.99,30,0.43,69.87,15
4b,1.00,30,0.51,59.20,15
4b,1.35,30,0.64,46.88,15
4b,1.07,30,0.44,68.11,15
4b,1.08,30,0.45,66.81,15
4b,1.08,30,0.44,68.21,15
4b,0.96,30,0.32,93.21,15
4b,1.07,30,0.45,67.32,15
4b,1.06,30,0.44,67.48,15
4b,0.97,30,0.32,93.32,15
4b,1.07,30,0.45,66.92,15
4b,1.07,30,0.45,66.62,15
4b,0.96,30,0.33,91.62,15
4b,1.08,30,0.40,75.32,15
4b,1.00,30,0.34,87.40,15
4b,1.09,30,0.47,64.28,15
4b,1.03,30,0.50,59.92,15
4b,1.35,30,0.68,43.98,15
4b,0.98,30,0.44,68.00,15
4b,1.00,30,0.44,68.67,15
4b,1.01,30,0.44,68.81,15
4b,0.97,30,0.44,67.83,15
4b,0.99,30,0.44,68.08,15
4b,1.04,30,0.36,83.01,15
4b,1.03,30,0.50,60.55,15
4b,1.00,30,0.49,60.85,15
4b,0.99,30,0.49,61.56,15
4b,1.04,30,0.37,80.07,15
4b,1.03,30,0.45,66.07,15
4b,1.01,30,0.48,62.44,15
4b,1.00,30,0.49,60.62,15
4b,1.04,30,0.49,61.38,15
4b,1.36,30,0.63,47.52,15
4b,1.07,30,0.33,91.12,15
4b,1.08,30,0.45,67.30,15
4b,1.08,30,0.37,81.12,15
4b,0.97,30,0.33,91.54,15
4b,0.93,30,0.33,91.36,15
4b,0.93,30,0.32,92.85,15
4b,1.02,30,0.45,67.21,15
4b,1.08,30,0.44,68.75,15
4b,1.06,30,0.44,67.55,15
4b,0.98,30,0.34,88.97,15
4b,0.94,30,0.33,89.90,15
4b,0.92,30,0.33,90.60,15
4b,1.06,30,0.45,66.16,15
4b,1.06,30,0.45,66.47,15
4b,1.37,30,0.67,45.08,15
4b,0.99,30,0.44,68.64,15
4b,0.98,30,0.44,68.24,15
4b,0.98,30,0.44,67.56,15
4b,0.99,30,0.44,68.72,15
4b,0.98,30,0.44,68.24,15
4b,0.99,30,0.43,68.97,15
4b,1.01,30,0.44,68.76,15
4b,1.00,30,0.44,68.69,15
4b,0.99,30,0.44,68.16,15
4b,1.04,30,0.37,81.21,15
4b,1.05,30,0.49,61.08,15
4b,1.01,30,0.39,76.68,15
4b,1.01,30,0.44,68.16,15
4b,1.02,30,0.38,79.60,15
4b,1.35,30,0.64,47.09,15
4b,1.08,30,0.45,66.50,15
4b,1.05,30,0.44,68.48,15
4b,1.09,30,0.44,68.70,15
4b,0.96,30,0.32,92.89,15
4b,0.93,30,0.32,92.33,15
4b,1.07,30,0.45,67.18,15
4b,0.97,30,0.32,92.35,15
4b,1.00,30,0.34,89.21,15
4b,1.08,30,0.45,67.23,15
4b,1.01,30,0.32,93.54,15
4b,1.08,30,0.44,67.95,15
4b,1.03,30,0.31,95.61,15
4b,1.07,30,0.44,67.76,15
4b,1.03,30,0.44,67.55,15
4b,1.37,30,0.66,45.60,15
4b,0.98,30,0.44,67.96,15
4b,0.98,30,0.44,68.69,15
4b,1.00,30,0.44,68.87,15
4b,1.00,30,0.44,68.17,15
4b,0.99,30,0.44,67.80,15
4b,0.99,30,0.43,69.53,15
4b,1.02,30,0.47,64.08,15
4b,0.99,30,0.44,67.68,15
4b,0.96,30,0.44,68.29,15
4b,1.01,30,0.44,67.71,15
4b,1.00,30,0.45,67.19,15
4b,1.04,30,0.38,78.23,15
4b,1.02,30,0.49,61.41,15
4b,1.00,30,0.49,61.37,15
4b,1.52,30,0.64,47.08,15
4b,1.05,30,0.44,68.20,15
4b,1.07,30,0.45,66.71,15
4b,1.08,30,0.44,68.87,15
4b,0.97,30,0.32,93.10,15
4b,0.92,30,0.32,93.78,15
4b,1.07,30,0.44,68.10,15
4b,0.96,30,0.33,90.26,15
4b,1.07,30,0.44,67.42,15
4b,0.96,30,0.33,90.19,15
4b,1.08,30,0.44,68.24,15
4b,1.07,30,0.43,69.03,15
4b,0.98,30,0.33,89.75,15
4b,0.93,30,0.32,94.46,15
4b,1.08,30,0.50,60.43,15
4b,1.38,30,0.68,43.93,15
4b,0.99,30,0.44,68.77,15
4b,0.98,30,0.44,68.02,15
4b,1.01,30,0.44,68.90,15
4b,1.03,30,0.44,68.06,15
4b,1.02,30,0.45,66.68,15
4b,0.97,30,0.44,67.78,15
4b,1.04,30,0.31,98.26,15
4b,1.03,30,0.45,66.44,15
4b,1.01,30,0.50,60.12,15
4b,1.03,30,0.38,79.11,15
4b,1.03,30,0.44,67.95,15
4b,1.02,30,0.31,96.50,15
4b,1.03,30,0.45,67.37,15
4b,1.03,30,0.31,97.40,15
4b,1.37,30,0.65,46.07,15
4b,1.01,30,0.43,69.62,15
4b,1.04,30,0.33,92.09,15
4b,1.03,30,0.33,90.74,15
4b,1.03,30,0.44,68.76,15
4b,1.00,30,0.44,68.20,15
4b,0.99,30,0.43,70.40,15
4b,0.99,30,0.43,69.48,15
4b,1.03,30,0.33,91.98,15
4b,1.02,30,0.44,68.65,15
4b,1.01,30,0.44,67.60,15
4b,1.01,30,0.44,68.18,15
4b,1.01,30,0.44,68.10,15
4b,1.01,30,0.44,68.33,15
4b,1.01,30,0.49,61.85,15
4b,1.35,30,0.64,47.09,15
4b,1.06,30,0.44,68.27,15
4b,1.07,30,0.44,68.29,15
4b,1.06,30,0.44,67.98,15
4b,0.97,30,0.32,93.70,15
4b,1.09,30,0.45,66.92,15
4b,1.06,30,0.33,92.08,15
4b,0.96,30,0.32,92.56,15
4b,1.08,30,0.44,67.94,15
4b,1.07,30,0.45,66.90,15
4b,1.06,30,0.44,67.64,15
4b,0.97,30,0.32,95.15,15
4b,0.93,30,0.33,91.27,15
4b,1.07,30,0.45,67.38,15
4b,1.08,30,0.44,67.70,15
4b,1.38,30,0.66,45.22,15
4b,0.99,30,0.44,68.66,15
4b,0.99,30,0.45,67.34,15
4b,0.98,30,0.44,67.90,15
4b,1.14,30,0.44,67.77,15
4b,1.00,30,0.44,67.54,15
4b,1.00,30,0.44,67.43,15
4b,1.03,30,0.32,94.20,15
4b,1.04,30,0.42,70.88,15
4b,0.99,30,0.45,66.49,15
4b,1.03,30,0.39,77.05,15
4b,1.04,30,0.45,66.81,15
4b,0.98,30,0.43,69.14,15
4b,0.99,30,0.44,68.60,15
4b,1.02,30,0.37,81.76,15
4b,1.33,30,0.64,46.59,15
4b,1.05,30,0.44,68.28,15
4b,1.08,30,0.45,66.60,15
4b,1.06,30,0.44,68.12,15
4b,0.97,30,0.32,92.72,15
4b,1.06,30,0.45,67.06,15
4b,0.97,30,0.32,93.95,15
4b,1.06,30,0.45,66.39,15
4b,0.96,30,0.32,95.02,15
4b,1.07,30,0.45,67.41,15
4b,0.97,30,0.32,92.92,15
4b,1.07,30,0.45,66.93,15
4b,1.09,30,0.39,76.08,15
4b,1.08,30,0.40,74.74,15
4b,1.03,30,0.49,61.18,15
4b,1.34,30,0.69,43.59,15
4b,1.02,30,0.32,93.55,15
4b,1.02,30,0.44,67.86,15
4b,0.99,30,0.44,67.91,15
4b,0.99,30,0.44,68.70,15
4b,0.98,30,0.45,66.82,15
4b,1.00,30,0.43,69.28,15
4b,1.02,30,0.32,93.60,15
4b,1.06,30,0.33,92.09,15
4b,1.04,30,0.32,94.01,15
4b,1.05,30,0.45,67.31,15
4b,1.03,30,0.33,90.61,15
4b,1.04,30,0.45,67.24,15
4b,1.00,30,0.44,67.78,15
4b,0.99,30,0.44,67.76,15
4b,1.41,30,0.67,44.85,15
4b,1.00,30,0.45,66.99,15
4b,0.97,30,0.46,65.90,15
4b,0.99,30,0.45,66.21,15
4b,1.04,30,0.33,90.98,15
4b,1.03,30,0.45,66.06,15
4b,0.94,30,0.40,74.58,15
4b,1.00,30,0.45,65.94,15
4b,1.01,30,0.45,66.70,15
4b,1.01,30,0.46,65.68,15
4b,1.00,30,0.45,67.35,15
4b,1.01,30,0.45,66.52,15
4b,1.01,30,0.45,66.79,15
4b,0.99,30,0.45,67.30,15
4b,0.99,30,0.45,67.35,15
4b,1.35,30,0.67,44.49,15
4b,1.09,30,0.46,64.77,15
4b,1.03,30,0.33,91.00,15
4b,1.01,30,0.44,68.95,15
4b,0.97,30,0.45,66.62,15
4b,1.00,30,0.44,68.38,15
4b,0.99,30,0.44,68.22,15
4b,0.98,30,0.44,68.69,15
4b,1.01,30,0.44,68.37,15
4b,1.00,30,0.45,66.78,15
4b,1.04,30,0.30,98.95,15
4b,1.03,30,0.44,68.71,15
4b,0.99,30,0.45,67.05,15
4b,1.15,30,0.47,63.54,15
4b,1.00,30,0.44,67.96,15
